target_onset,trial_resp_sp.keys,trial_resp_sp.corr,trial_resp_sp.rt,trials_train_loop.thisRepN,trials_train_loop.thisTrialN,trials_train_loop.thisN,trials_train_loop.thisIndex,trials_train_loop.ran,correct_key,color,participant,date,expName,psychopyVersion,OS,frameRate,trial_resp_timing.keys,trial_resp_timing.rt,trials_train_timing.thisRepN,trials_train_timing.thisTrialN,trials_train_timing.thisN,trials_train_timing.thisIndex,trials_train_timing.ran,block_id,ontime,feedback_cond,forcedRT_resp.keys,forcedRT_resp.corr,forcedRT_resp.rt,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,trials.ran,blocks.thisRepN,blocks.thisTrialN,blocks.thisN,blocks.thisIndex,blocks.ran
0,k,1,2.517,0,0,0,3,1,k,purple,5daca5b06aa37b00126c8d41,2021-09-27_18h34.05.327,forced_choiceRT_color,2021.2.3,Win32,60.0240096,,,,,,,,,,,,,,,,,,,,,,,
0,f,1,1.549,0,1,1,1,1,f,blue,5daca5b06aa37b00126c8d41,2021-09-27_18h34.05.327,forced_choiceRT_color,2021.2.3,Win32,60.0240096,,,,,,,,,,,,,,,,,,,,,,,
0,d,1,2.317,0,2,2,0,1,d,orange,5daca5b06aa37b00126c8d41,2021-09-27_18h34.05.327,forced_choiceRT_color,2021.2.3,Win32,60.0240096,,,,,,,,,,,,,,,,,,,,,,,
0,f,1,1.205,0,3,3,1,1,f,blue,5daca5b06aa37b00126c8d41,2021-09-27_18h34.05.327,forced_choiceRT_color,2021.2.3,Win32,60.0240096,,,,,,,,,,,,,,,,,,,,,,,
0,j,1,0.852,1,0,4,2,1,j,red,5daca5b06aa37b00126c8d41,2021-09-27_18h34.05.327,forced_choiceRT_color,2021.2.3,Win32,60.0240096,,,,,,,,,,,,,,,,,,,,,,,
0,k,1,0.804,1,1,5,3,1,k,purple,5daca5b06aa37b00126c8d41,2021-09-27_18h34.05.327,forced_choiceRT_color,2021.2.3,Win32,60.0240096,,,,,,,,,,,,,,,,,,,,,,,
0,k,1,0.969,1,2,6,3,1,k,purple,5daca5b06aa37b00126c8d41,2021-09-27_18h34.05.327,forced_choiceRT_color,2021.2.3,Win32,60.0240096,,,,,,,,,,,,,,,,,,,,,,,
0,j,1,0.585,1,3,7,2,1,j,red,5daca5b06aa37b00126c8d41,2021-09-27_18h34.05.327,forced_choiceRT_color,2021.2.3,Win32,60.0240096,,,,,,,,,,,,,,,,,,,,,,,
0,f,1,0.602,2,0,8,1,1,f,blue,5daca5b06aa37b00126c8d41,2021-09-27_18h34.05.327,forced_choiceRT_color,2021.2.3,Win32,60.0240096,,,,,,,,,,,,,,,,,,,,,,,
0,j,1,1.551,2,1,9,2,1,j,red,5daca5b06aa37b00126c8d41,2021-09-27_18h34.05.327,forced_choiceRT_color,2021.2.3,Win32,60.0240096,,,,,,,,,,,,,,,,,,,,,,,
