target_onset,trial_resp_sp.keys,trial_resp_sp.corr,trial_resp_sp.rt,trials_train_loop.thisRepN,trials_train_loop.thisTrialN,trials_train_loop.thisN,trials_train_loop.thisIndex,trials_train_loop.ran,pic,correct_key,participant,date,expName,psychopyVersion,OS,frameRate,trial_resp_timing.keys,trial_resp_timing.rt,trials_train_timing.thisRepN,trials_train_timing.thisTrialN,trials_train_timing.thisN,trials_train_timing.thisIndex,trials_train_timing.ran,block_id,ontime,forcedRT_resp.keys,forcedRT_resp.corr,forcedRT_resp.rt,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,trials.ran,blocks.thisRepN,blocks.thisTrialN,blocks.thisN,blocks.thisIndex,blocks.ran
0,j,1,3.363,0,0,0,3,1,j.PNG,j,5dd2e29b2c5c102e6454227a,2021-09-08_13h56.06.896,forced_choiceRT,2021.1.2,Win32,60.0240096,,,,,,,,,,,,,,,,,,,,,,
0,g,1,1.168,0,1,1,1,1,g.PNG,g,5dd2e29b2c5c102e6454227a,2021-09-08_13h56.06.896,forced_choiceRT,2021.1.2,Win32,60.0240096,,,,,,,,,,,,,,,,,,,,,,
0,j,1,1.184,0,2,2,3,1,j.PNG,j,5dd2e29b2c5c102e6454227a,2021-09-08_13h56.06.896,forced_choiceRT,2021.1.2,Win32,60.0240096,,,,,,,,,,,,,,,,,,,,,,
0,j,1,0.784,0,3,3,3,1,j.PNG,j,5dd2e29b2c5c102e6454227a,2021-09-08_13h56.06.896,forced_choiceRT,2021.1.2,Win32,60.0240096,,,,,,,,,,,,,,,,,,,,,,
0,f,1,1.172,1,0,4,0,1,f.PNG,f,5dd2e29b2c5c102e6454227a,2021-09-08_13h56.06.896,forced_choiceRT,2021.1.2,Win32,60.0240096,,,,,,,,,,,,,,,,,,,,,,
0,f,1,0.89,1,1,5,0,1,f.PNG,f,5dd2e29b2c5c102e6454227a,2021-09-08_13h56.06.896,forced_choiceRT,2021.1.2,Win32,60.0240096,,,,,,,,,,,,,,,,,,,,,,
0,j,1,1.169,1,2,6,3,1,j.PNG,j,5dd2e29b2c5c102e6454227a,2021-09-08_13h56.06.896,forced_choiceRT,2021.1.2,Win32,60.0240096,,,,,,,,,,,,,,,,,,,,,,
0,h,1,0.869,1,3,7,2,1,h.PNG,h,5dd2e29b2c5c102e6454227a,2021-09-08_13h56.06.896,forced_choiceRT,2021.1.2,Win32,60.0240096,,,,,,,,,,,,,,,,,,,,,,
0,j,1,0.801,2,0,8,3,1,j.PNG,j,5dd2e29b2c5c102e6454227a,2021-09-08_13h56.06.896,forced_choiceRT,2021.1.2,Win32,60.0240096,,,,,,,,,,,,,,,,,,,,,,
0,f,1,0.66,2,1,9,0,1,f.PNG,f,5dd2e29b2c5c102e6454227a,2021-09-08_13h56.06.896,forced_choiceRT,2021.1.2,Win32,60.0240096,,,,,,,,,,,,,,,,,,,,,,
0,h,1,0.824,2,2,10,2,1,h.PNG,h,5dd2e29b2c5c102e6454227a,2021-09-08_13h56.06.896,forced_choiceRT,2021.1.2,Win32,60.0240096,,,,,,,,,,,,,,,,,,,,,,
0,g,1,0.691,2,3,11,1,1,g.PNG,g,5dd2e29b2c5c102e6454227a,2021-09-08_13h56.06.896,forced_choiceRT,2021.1.2,Win32,60.0240096,,,,,,,,,,,,,,,,,,,,,,
