target_onset,trial_resp_sp.keys,trial_resp_sp.corr,trial_resp_sp.rt,trials_train_loop.thisRepN,trials_train_loop.thisTrialN,trials_train_loop.thisN,trials_train_loop.thisIndex,trials_train_loop.ran,pic,correct_key,participant,date,expName,psychopyVersion,OS,frameRate,trial_resp_timing.keys,trial_resp_timing.rt,trials_train_timing.thisRepN,trials_train_timing.thisTrialN,trials_train_timing.thisN,trials_train_timing.thisIndex,trials_train_timing.ran,block_id,ontime,forcedRT_resp.keys,forcedRT_resp.corr,forcedRT_resp.rt,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,trials.ran,blocks.thisRepN,blocks.thisTrialN,blocks.thisN,blocks.thisIndex,blocks.ran
0,g,1,1.095,0,0,0,1,1,g.PNG,g,5db508259ca75a000d583b9a,2021-09-08_17h54.21.631,forced_choiceRT,2021.1.2,Linux x86_64,60.31363088,,,,,,,,,,,,,,,,,,,,,,
0,g,1,0.847,0,1,1,1,1,g.PNG,g,5db508259ca75a000d583b9a,2021-09-08_17h54.21.631,forced_choiceRT,2021.1.2,Linux x86_64,60.31363088,,,,,,,,,,,,,,,,,,,,,,
0,h,1,1.113,0,2,2,2,1,h.PNG,h,5db508259ca75a000d583b9a,2021-09-08_17h54.21.631,forced_choiceRT,2021.1.2,Linux x86_64,60.31363088,,,,,,,,,,,,,,,,,,,,,,
0,j,1,0.822,0,3,3,3,1,j.PNG,j,5db508259ca75a000d583b9a,2021-09-08_17h54.21.631,forced_choiceRT,2021.1.2,Linux x86_64,60.31363088,,,,,,,,,,,,,,,,,,,,,,
0,h,1,1.259,1,0,4,2,1,h.PNG,h,5db508259ca75a000d583b9a,2021-09-08_17h54.21.631,forced_choiceRT,2021.1.2,Linux x86_64,60.31363088,,,,,,,,,,,,,,,,,,,,,,
0,j,1,0.93,1,1,5,3,1,j.PNG,j,5db508259ca75a000d583b9a,2021-09-08_17h54.21.631,forced_choiceRT,2021.1.2,Linux x86_64,60.31363088,,,,,,,,,,,,,,,,,,,,,,
0,g,1,0.866,1,2,6,1,1,g.PNG,g,5db508259ca75a000d583b9a,2021-09-08_17h54.21.631,forced_choiceRT,2021.1.2,Linux x86_64,60.31363088,,,,,,,,,,,,,,,,,,,,,,
0,j,1,0.9,1,3,7,3,1,j.PNG,j,5db508259ca75a000d583b9a,2021-09-08_17h54.21.631,forced_choiceRT,2021.1.2,Linux x86_64,60.31363088,,,,,,,,,,,,,,,,,,,,,,
0,g,1,0.848,2,0,8,1,1,g.PNG,g,5db508259ca75a000d583b9a,2021-09-08_17h54.21.631,forced_choiceRT,2021.1.2,Linux x86_64,60.31363088,,,,,,,,,,,,,,,,,,,,,,
0,j,1,0.824,2,1,9,3,1,j.PNG,j,5db508259ca75a000d583b9a,2021-09-08_17h54.21.631,forced_choiceRT,2021.1.2,Linux x86_64,60.31363088,,,,,,,,,,,,,,,,,,,,,,
0,f,1,0.903,2,2,10,0,1,f.PNG,f,5db508259ca75a000d583b9a,2021-09-08_17h54.21.631,forced_choiceRT,2021.1.2,Linux x86_64,60.31363088,,,,,,,,,,,,,,,,,,,,,,
