target_onset,trial_resp_sp.keys,trial_resp_sp.corr,trial_resp_sp.rt,trials_train_loop.thisRepN,trials_train_loop.thisTrialN,trials_train_loop.thisN,trials_train_loop.thisIndex,trials_train_loop.ran,pic,correct_key,participant,date,expName,psychopyVersion,OS,frameRate,trial_resp_timing.keys,trial_resp_timing.rt,trials_train_timing.thisRepN,trials_train_timing.thisTrialN,trials_train_timing.thisN,trials_train_timing.thisIndex,trials_train_timing.ran,block_id,ontime,forcedRT_resp.keys,forcedRT_resp.corr,forcedRT_resp.rt,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,trials.ran,blocks.thisRepN,blocks.thisTrialN,blocks.thisN,blocks.thisIndex,blocks.ran
0,g,1,3.98,0,0,0,1,1,g.PNG,g,5da29f43e0e3c20012fd9d46,2021-09-08_14h56.21.964,forced_choiceRT,2021.1.2,Win32,60.0240096,,,,,,,,,,,,,,,,,,,,,,
0,f,1,1.536,0,1,1,0,1,f.PNG,f,5da29f43e0e3c20012fd9d46,2021-09-08_14h56.21.964,forced_choiceRT,2021.1.2,Win32,60.0240096,,,,,,,,,,,,,,,,,,,,,,
0,g,1,2.851,0,2,2,1,1,g.PNG,g,5da29f43e0e3c20012fd9d46,2021-09-08_14h56.21.964,forced_choiceRT,2021.1.2,Win32,60.0240096,,,,,,,,,,,,,,,,,,,,,,
0,j,1,0.818,0,3,3,3,1,j.PNG,j,5da29f43e0e3c20012fd9d46,2021-09-08_14h56.21.964,forced_choiceRT,2021.1.2,Win32,60.0240096,,,,,,,,,,,,,,,,,,,,,,
0,g,1,1.101,1,0,4,1,1,g.PNG,g,5da29f43e0e3c20012fd9d46,2021-09-08_14h56.21.964,forced_choiceRT,2021.1.2,Win32,60.0240096,,,,,,,,,,,,,,,,,,,,,,
0,g,1,0.637,1,1,5,1,1,g.PNG,g,5da29f43e0e3c20012fd9d46,2021-09-08_14h56.21.964,forced_choiceRT,2021.1.2,Win32,60.0240096,,,,,,,,,,,,,,,,,,,,,,
0,j,1,1.285,1,2,6,3,1,j.PNG,j,5da29f43e0e3c20012fd9d46,2021-09-08_14h56.21.964,forced_choiceRT,2021.1.2,Win32,60.0240096,,,,,,,,,,,,,,,,,,,,,,
0,j,1,0.602,1,3,7,3,1,j.PNG,j,5da29f43e0e3c20012fd9d46,2021-09-08_14h56.21.964,forced_choiceRT,2021.1.2,Win32,60.0240096,,,,,,,,,,,,,,,,,,,,,,
0,h,1,0.801,2,0,8,2,1,h.PNG,h,5da29f43e0e3c20012fd9d46,2021-09-08_14h56.21.964,forced_choiceRT,2021.1.2,Win32,60.0240096,,,,,,,,,,,,,,,,,,,,,,
0,j,1,1.801,2,1,9,3,1,j.PNG,j,5da29f43e0e3c20012fd9d46,2021-09-08_14h56.21.964,forced_choiceRT,2021.1.2,Win32,60.0240096,,,,,,,,,,,,,,,,,,,,,,
0,g,1,1.28,2,2,10,1,1,g.PNG,g,5da29f43e0e3c20012fd9d46,2021-09-08_14h56.21.964,forced_choiceRT,2021.1.2,Win32,60.0240096,,,,,,,,,,,,,,,,,,,,,,
