target_onset,trial_resp_sp.keys,trial_resp_sp.corr,trial_resp_sp.rt,trials_train_loop.thisRepN,trials_train_loop.thisTrialN,trials_train_loop.thisN,trials_train_loop.thisIndex,trials_train_loop.ran,pic,correct_key,participant,date,expName,psychopyVersion,OS,frameRate,trial_resp_timing.keys,trial_resp_timing.rt,trials_train_timing.thisRepN,trials_train_timing.thisTrialN,trials_train_timing.thisN,trials_train_timing.thisIndex,trials_train_timing.ran,block_id,ontime,forcedRT_resp.keys,forcedRT_resp.corr,forcedRT_resp.rt,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,trials.ran,blocks.thisRepN,blocks.thisTrialN,blocks.thisN,blocks.thisIndex,blocks.ran
0,f,1,1.2729,0,0,0,0,1,f.PNG,f,5c46540c4b9ebe00012eef7f,2021-10-20_10h50.19.685,forced_choiceRT,2021.1.2,Win32,59.74429442,,,,,,,,,,,,,,,,,,,,,,
0,g,1,0.9224,0,1,1,1,1,g.PNG,g,5c46540c4b9ebe00012eef7f,2021-10-20_10h50.19.685,forced_choiceRT,2021.1.2,Win32,59.74429442,,,,,,,,,,,,,,,,,,,,,,
0,g,1,0.8463,0,2,2,1,1,g.PNG,g,5c46540c4b9ebe00012eef7f,2021-10-20_10h50.19.685,forced_choiceRT,2021.1.2,Win32,59.74429442,,,,,,,,,,,,,,,,,,,,,,
0,j,0,0.6036,0,3,3,2,1,h.PNG,h,5c46540c4b9ebe00012eef7f,2021-10-20_10h50.19.685,forced_choiceRT,2021.1.2,Win32,59.74429442,,,,,,,,,,,,,,,,,,,,,,
0,j,1,1.0706,1,0,4,3,1,j.PNG,j,5c46540c4b9ebe00012eef7f,2021-10-20_10h50.19.685,forced_choiceRT,2021.1.2,Win32,59.74429442,,,,,,,,,,,,,,,,,,,,,,
0,j,1,0.7582,1,1,5,3,1,j.PNG,j,5c46540c4b9ebe00012eef7f,2021-10-20_10h50.19.685,forced_choiceRT,2021.1.2,Win32,59.74429442,,,,,,,,,,,,,,,,,,,,,,
0,g,1,1.2219,1,2,6,1,1,g.PNG,g,5c46540c4b9ebe00012eef7f,2021-10-20_10h50.19.685,forced_choiceRT,2021.1.2,Win32,59.74429442,,,,,,,,,,,,,,,,,,,,,,
0,h,1,1.042,1,3,7,2,1,h.PNG,h,5c46540c4b9ebe00012eef7f,2021-10-20_10h50.19.685,forced_choiceRT,2021.1.2,Win32,59.74429442,,,,,,,,,,,,,,,,,,,,,,
0,j,1,0.8726,2,0,8,3,1,j.PNG,j,5c46540c4b9ebe00012eef7f,2021-10-20_10h50.19.685,forced_choiceRT,2021.1.2,Win32,59.74429442,,,,,,,,,,,,,,,,,,,,,,
0,g,1,1.1925,2,1,9,1,1,g.PNG,g,5c46540c4b9ebe00012eef7f,2021-10-20_10h50.19.685,forced_choiceRT,2021.1.2,Win32,59.74429442,,,,,,,,,,,,,,,,,,,,,,
0,f,1,0.7398,2,2,10,0,1,f.PNG,f,5c46540c4b9ebe00012eef7f,2021-10-20_10h50.19.685,forced_choiceRT,2021.1.2,Win32,59.74429442,,,,,,,,,,,,,,,,,,,,,,
0,g,1,1.7384,2,3,11,1,1,g.PNG,g,5c46540c4b9ebe00012eef7f,2021-10-20_10h50.19.685,forced_choiceRT,2021.1.2,Win32,59.74429442,,,,,,,,,,,,,,,,,,,,,,
0,g,1,0.7284,3,0,12,1,1,g.PNG,g,5c46540c4b9ebe00012eef7f,2021-10-20_10h50.19.685,forced_choiceRT,2021.1.2,Win32,59.74429442,,,,,,,,,,,,,,,,,,,,,,
0,j,1,0.6898,3,1,13,3,1,j.PNG,j,5c46540c4b9ebe00012eef7f,2021-10-20_10h50.19.685,forced_choiceRT,2021.1.2,Win32,59.74429442,,,,,,,,,,,,,,,,,,,,,,
0,j,1,0.6557,3,2,14,3,1,j.PNG,j,5c46540c4b9ebe00012eef7f,2021-10-20_10h50.19.685,forced_choiceRT,2021.1.2,Win32,59.74429442,,,,,,,,,,,,,,,,,,,,,,
0,f,1,0.6391,3,3,15,0,1,f.PNG,f,5c46540c4b9ebe00012eef7f,2021-10-20_10h50.19.685,forced_choiceRT,2021.1.2,Win32,59.74429442,,,,,,,,,,,,,,,,,,,,,,
0,g,1,0.7459,4,0,16,1,1,g.PNG,g,5c46540c4b9ebe00012eef7f,2021-10-20_10h50.19.685,forced_choiceRT,2021.1.2,Win32,59.74429442,,,,,,,,,,,,,,,,,,,,,,
0,g,1,0.6054,4,1,17,1,1,g.PNG,g,5c46540c4b9ebe00012eef7f,2021-10-20_10h50.19.685,forced_choiceRT,2021.1.2,Win32,59.74429442,,,,,,,,,,,,,,,,,,,,,,
0,f,1,0.6306,4,2,18,0,1,f.PNG,f,5c46540c4b9ebe00012eef7f,2021-10-20_10h50.19.685,forced_choiceRT,2021.1.2,Win32,59.74429442,,,,,,,,,,,,,,,,,,,,,,
0,g,1,0.7423,4,3,19,1,1,g.PNG,g,5c46540c4b9ebe00012eef7f,2021-10-20_10h50.19.685,forced_choiceRT,2021.1.2,Win32,59.74429442,,,,,,,,,,,,,,,,,,,,,,
0,j,1,0.6711,5,0,20,3,1,j.PNG,j,5c46540c4b9ebe00012eef7f,2021-10-20_10h50.19.685,forced_choiceRT,2021.1.2,Win32,59.74429442,,,,,,,,,,,,,,,,,,,,,,
0,h,1,0.5548,5,1,21,2,1,h.PNG,h,5c46540c4b9ebe00012eef7f,2021-10-20_10h50.19.685,forced_choiceRT,2021.1.2,Win32,59.74429442,,,,,,,,,,,,,,,,,,,,,,
0,j,1,0.6055,5,2,22,3,1,j.PNG,j,5c46540c4b9ebe00012eef7f,2021-10-20_10h50.19.685,forced_choiceRT,2021.1.2,Win32,59.74429442,,,,,,,,,,,,,,,,,,,,,,
0,f,1,0.6546,5,3,23,0,1,f.PNG,f,5c46540c4b9ebe00012eef7f,2021-10-20_10h50.19.685,forced_choiceRT,2021.1.2,Win32,59.74429442,,,,,,,,,,,,,,,,,,,,,,
0,h,1,0.6229,6,0,24,2,1,h.PNG,h,5c46540c4b9ebe00012eef7f,2021-10-20_10h50.19.685,forced_choiceRT,2021.1.2,Win32,59.74429442,,,,,,,,,,,,,,,,,,,,,,
0,h,1,0.659,6,1,25,2,1,h.PNG,h,5c46540c4b9ebe00012eef7f,2021-10-20_10h50.19.685,forced_choiceRT,2021.1.2,Win32,59.74429442,,,,,,,,,,,,,,,,,,,,,,
