target_onset,trial_resp_sp.keys,trial_resp_sp.corr,trial_resp_sp.rt,trials_train_loop.thisRepN,trials_train_loop.thisTrialN,trials_train_loop.thisN,trials_train_loop.thisIndex,trials_train_loop.ran,pic,correct_key,participant,date,expName,psychopyVersion,OS,frameRate,trial_resp_timing.keys,trial_resp_timing.rt,trials_train_timing.thisRepN,trials_train_timing.thisTrialN,trials_train_timing.thisN,trials_train_timing.thisIndex,trials_train_timing.ran,block_id,ontime,forcedRT_resp.keys,forcedRT_resp.corr,forcedRT_resp.rt,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,trials.ran,blocks.thisRepN,blocks.thisTrialN,blocks.thisN,blocks.thisIndex,blocks.ran
0,f,0,1.8396,0,0,0,1,1,g.PNG,g,60b91e7f81b40fd08d67baaa,2021-10-19_12h15.40.599,forced_choiceRT,2021.1.2,Win32,59.68011459,,,,,,,,,,,,,,,,,,,,,,
0,g,1,2.2883,0,1,1,1,1,g.PNG,g,60b91e7f81b40fd08d67baaa,2021-10-19_12h15.40.599,forced_choiceRT,2021.1.2,Win32,59.68011459,,,,,,,,,,,,,,,,,,,,,,
0,f,1,1.0168,0,2,2,0,1,f.PNG,f,60b91e7f81b40fd08d67baaa,2021-10-19_12h15.40.599,forced_choiceRT,2021.1.2,Win32,59.68011459,,,,,,,,,,,,,,,,,,,,,,
0,g,1,0.8288,0,3,3,1,1,g.PNG,g,60b91e7f81b40fd08d67baaa,2021-10-19_12h15.40.599,forced_choiceRT,2021.1.2,Win32,59.68011459,,,,,,,,,,,,,,,,,,,,,,
0,j,0,1.0027,1,0,4,2,1,h.PNG,h,60b91e7f81b40fd08d67baaa,2021-10-19_12h15.40.599,forced_choiceRT,2021.1.2,Win32,59.68011459,,,,,,,,,,,,,,,,,,,,,,
0,f,1,2.4828,1,1,5,0,1,f.PNG,f,60b91e7f81b40fd08d67baaa,2021-10-19_12h15.40.599,forced_choiceRT,2021.1.2,Win32,59.68011459,,,,,,,,,,,,,,,,,,,,,,
0,f,1,1.3127,1,2,6,0,1,f.PNG,f,60b91e7f81b40fd08d67baaa,2021-10-19_12h15.40.599,forced_choiceRT,2021.1.2,Win32,59.68011459,,,,,,,,,,,,,,,,,,,,,,
0,g,1,1.04,1,3,7,1,1,g.PNG,g,60b91e7f81b40fd08d67baaa,2021-10-19_12h15.40.599,forced_choiceRT,2021.1.2,Win32,59.68011459,,,,,,,,,,,,,,,,,,,,,,
0,j,1,1.6567,2,0,8,3,1,j.PNG,j,60b91e7f81b40fd08d67baaa,2021-10-19_12h15.40.599,forced_choiceRT,2021.1.2,Win32,59.68011459,,,,,,,,,,,,,,,,,,,,,,
0,h,1,0.9266,2,1,9,2,1,h.PNG,h,60b91e7f81b40fd08d67baaa,2021-10-19_12h15.40.599,forced_choiceRT,2021.1.2,Win32,59.68011459,,,,,,,,,,,,,,,,,,,,,,
