target_onset,trial_resp_sp.keys,trial_resp_sp.corr,trial_resp_sp.rt,trials_train_loop.thisRepN,trials_train_loop.thisTrialN,trials_train_loop.thisN,trials_train_loop.thisIndex,trials_train_loop.ran,pic,correct_key,participant,date,expName,psychopyVersion,OS,frameRate,trial_resp_timing.keys,trial_resp_timing.rt,trials_train_timing.thisRepN,trials_train_timing.thisTrialN,trials_train_timing.thisN,trials_train_timing.thisIndex,trials_train_timing.ran,block_id,ontime,forcedRT_resp.keys,forcedRT_resp.corr,forcedRT_resp.rt,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,trials.ran,blocks.thisRepN,blocks.thisTrialN,blocks.thisN,blocks.thisIndex,blocks.ran
0,f,1,2.0862,0,0,0,0,1,f.PNG,f,616480e6749791ef8dcad5b3,2021-10-19_12h45.55.272,forced_choiceRT,2021.1.2,Win32,60.13229104,,,,,,,,,,,,,,,,,,,,,,
0,f,1,1.0809,0,1,1,0,1,f.PNG,f,616480e6749791ef8dcad5b3,2021-10-19_12h45.55.272,forced_choiceRT,2021.1.2,Win32,60.13229104,,,,,,,,,,,,,,,,,,,,,,
0,h,1,1.7069,0,2,2,2,1,h.PNG,h,616480e6749791ef8dcad5b3,2021-10-19_12h45.55.272,forced_choiceRT,2021.1.2,Win32,60.13229104,,,,,,,,,,,,,,,,,,,,,,
0,j,1,1.0334,0,3,3,3,1,j.PNG,j,616480e6749791ef8dcad5b3,2021-10-19_12h45.55.272,forced_choiceRT,2021.1.2,Win32,60.13229104,,,,,,,,,,,,,,,,,,,,,,
0,f,1,0.7358,1,0,4,0,1,f.PNG,f,616480e6749791ef8dcad5b3,2021-10-19_12h45.55.272,forced_choiceRT,2021.1.2,Win32,60.13229104,,,,,,,,,,,,,,,,,,,,,,
0,f,1,0.5653,1,1,5,0,1,f.PNG,f,616480e6749791ef8dcad5b3,2021-10-19_12h45.55.272,forced_choiceRT,2021.1.2,Win32,60.13229104,,,,,,,,,,,,,,,,,,,,,,
0,h,1,1.2237,1,2,6,2,1,h.PNG,h,616480e6749791ef8dcad5b3,2021-10-19_12h45.55.272,forced_choiceRT,2021.1.2,Win32,60.13229104,,,,,,,,,,,,,,,,,,,,,,
0,h,1,0.6118,1,3,7,2,1,h.PNG,h,616480e6749791ef8dcad5b3,2021-10-19_12h45.55.272,forced_choiceRT,2021.1.2,Win32,60.13229104,,,,,,,,,,,,,,,,,,,,,,
0,g,1,0.8846,2,0,8,1,1,g.PNG,g,616480e6749791ef8dcad5b3,2021-10-19_12h45.55.272,forced_choiceRT,2021.1.2,Win32,60.13229104,,,,,,,,,,,,,,,,,,,,,,
0,f,1,0.6999,2,1,9,0,1,f.PNG,f,616480e6749791ef8dcad5b3,2021-10-19_12h45.55.272,forced_choiceRT,2021.1.2,Win32,60.13229104,,,,,,,,,,,,,,,,,,,,,,
0,h,1,0.8868,2,2,10,2,1,h.PNG,h,616480e6749791ef8dcad5b3,2021-10-19_12h45.55.272,forced_choiceRT,2021.1.2,Win32,60.13229104,,,,,,,,,,,,,,,,,,,,,,
0,j,1,1.0659,2,3,11,3,1,j.PNG,j,616480e6749791ef8dcad5b3,2021-10-19_12h45.55.272,forced_choiceRT,2021.1.2,Win32,60.13229104,,,,,,,,,,,,,,,,,,,,,,
0,g,1,1.0119,3,0,12,1,1,g.PNG,g,616480e6749791ef8dcad5b3,2021-10-19_12h45.55.272,forced_choiceRT,2021.1.2,Win32,60.13229104,,,,,,,,,,,,,,,,,,,,,,
0,f,1,0.813,3,1,13,0,1,f.PNG,f,616480e6749791ef8dcad5b3,2021-10-19_12h45.55.272,forced_choiceRT,2021.1.2,Win32,60.13229104,,,,,,,,,,,,,,,,,,,,,,
0,g,1,0.7385,3,2,14,1,1,g.PNG,g,616480e6749791ef8dcad5b3,2021-10-19_12h45.55.272,forced_choiceRT,2021.1.2,Win32,60.13229104,,,,,,,,,,,,,,,,,,,,,,
0,j,1,1.0601,3,3,15,3,1,j.PNG,j,616480e6749791ef8dcad5b3,2021-10-19_12h45.55.272,forced_choiceRT,2021.1.2,Win32,60.13229104,,,,,,,,,,,,,,,,,,,,,,
0,h,1,0.6769,4,0,16,2,1,h.PNG,h,616480e6749791ef8dcad5b3,2021-10-19_12h45.55.272,forced_choiceRT,2021.1.2,Win32,60.13229104,,,,,,,,,,,,,,,,,,,,,,
0,f,1,0.7616,4,1,17,0,1,f.PNG,f,616480e6749791ef8dcad5b3,2021-10-19_12h45.55.272,forced_choiceRT,2021.1.2,Win32,60.13229104,,,,,,,,,,,,,,,,,,,,,,
0,j,1,0.7839,4,2,18,3,1,j.PNG,j,616480e6749791ef8dcad5b3,2021-10-19_12h45.55.272,forced_choiceRT,2021.1.2,Win32,60.13229104,,,,,,,,,,,,,,,,,,,,,,
0,h,1,1.0832,4,3,19,2,1,h.PNG,h,616480e6749791ef8dcad5b3,2021-10-19_12h45.55.272,forced_choiceRT,2021.1.2,Win32,60.13229104,,,,,,,,,,,,,,,,,,,,,,
0,g,1,0.5998,5,0,20,1,1,g.PNG,g,616480e6749791ef8dcad5b3,2021-10-19_12h45.55.272,forced_choiceRT,2021.1.2,Win32,60.13229104,,,,,,,,,,,,,,,,,,,,,,
0,j,1,0.8656,5,1,21,3,1,j.PNG,j,616480e6749791ef8dcad5b3,2021-10-19_12h45.55.272,forced_choiceRT,2021.1.2,Win32,60.13229104,,,,,,,,,,,,,,,,,,,,,,
0,h,0,0.9497,5,2,22,3,1,j.PNG,j,616480e6749791ef8dcad5b3,2021-10-19_12h45.55.272,forced_choiceRT,2021.1.2,Win32,60.13229104,,,,,,,,,,,,,,,,,,,,,,
0,f,1,1.0846,5,3,23,0,1,f.PNG,f,616480e6749791ef8dcad5b3,2021-10-19_12h45.55.272,forced_choiceRT,2021.1.2,Win32,60.13229104,,,,,,,,,,,,,,,,,,,,,,
0,h,1,0.9044,6,0,24,2,1,h.PNG,h,616480e6749791ef8dcad5b3,2021-10-19_12h45.55.272,forced_choiceRT,2021.1.2,Win32,60.13229104,,,,,,,,,,,,,,,,,,,,,,
0,f,1,0.7408,6,1,25,0,1,f.PNG,f,616480e6749791ef8dcad5b3,2021-10-19_12h45.55.272,forced_choiceRT,2021.1.2,Win32,60.13229104,,,,,,,,,,,,,,,,,,,,,,
0,h,1,1.1062,6,2,26,2,1,h.PNG,h,616480e6749791ef8dcad5b3,2021-10-19_12h45.55.272,forced_choiceRT,2021.1.2,Win32,60.13229104,,,,,,,,,,,,,,,,,,,,,,
0,h,1,0.6101,6,3,27,2,1,h.PNG,h,616480e6749791ef8dcad5b3,2021-10-19_12h45.55.272,forced_choiceRT,2021.1.2,Win32,60.13229104,,,,,,,,,,,,,,,,,,,,,,
0,j,1,1.0616,7,0,28,3,1,j.PNG,j,616480e6749791ef8dcad5b3,2021-10-19_12h45.55.272,forced_choiceRT,2021.1.2,Win32,60.13229104,,,,,,,,,,,,,,,,,,,,,,
0,g,1,0.7995,7,1,29,1,1,g.PNG,g,616480e6749791ef8dcad5b3,2021-10-19_12h45.55.272,forced_choiceRT,2021.1.2,Win32,60.13229104,,,,,,,,,,,,,,,,,,,,,,
0,g,1,0.554,7,2,30,1,1,g.PNG,g,616480e6749791ef8dcad5b3,2021-10-19_12h45.55.272,forced_choiceRT,2021.1.2,Win32,60.13229104,,,,,,,,,,,,,,,,,,,,,,
0,g,1,0.5625,7,3,31,1,1,g.PNG,g,616480e6749791ef8dcad5b3,2021-10-19_12h45.55.272,forced_choiceRT,2021.1.2,Win32,60.13229104,,,,,,,,,,,,,,,,,,,,,,
0,j,1,0.7095,8,0,32,3,1,j.PNG,j,616480e6749791ef8dcad5b3,2021-10-19_12h45.55.272,forced_choiceRT,2021.1.2,Win32,60.13229104,,,,,,,,,,,,,,,,,,,,,,
0,j,1,0.5223,8,1,33,3,1,j.PNG,j,616480e6749791ef8dcad5b3,2021-10-19_12h45.55.272,forced_choiceRT,2021.1.2,Win32,60.13229104,,,,,,,,,,,,,,,,,,,,,,
0,f,1,0.4629,8,2,34,0,1,f.PNG,f,616480e6749791ef8dcad5b3,2021-10-19_12h45.55.272,forced_choiceRT,2021.1.2,Win32,60.13229104,,,,,,,,,,,,,,,,,,,,,,
0,h,1,0.7011,8,3,35,2,1,h.PNG,h,616480e6749791ef8dcad5b3,2021-10-19_12h45.55.272,forced_choiceRT,2021.1.2,Win32,60.13229104,,,,,,,,,,,,,,,,,,,,,,
0,g,1,0.5954,9,0,36,1,1,g.PNG,g,616480e6749791ef8dcad5b3,2021-10-19_12h45.55.272,forced_choiceRT,2021.1.2,Win32,60.13229104,,,,,,,,,,,,,,,,,,,,,,
0,j,1,0.6269,9,1,37,3,1,j.PNG,j,616480e6749791ef8dcad5b3,2021-10-19_12h45.55.272,forced_choiceRT,2021.1.2,Win32,60.13229104,,,,,,,,,,,,,,,,,,,,,,
0,f,0,0.4065,9,2,38,1,1,g.PNG,g,616480e6749791ef8dcad5b3,2021-10-19_12h45.55.272,forced_choiceRT,2021.1.2,Win32,60.13229104,,,,,,,,,,,,,,,,,,,,,,
0,g,1,1.0898,9,3,39,1,1,g.PNG,g,616480e6749791ef8dcad5b3,2021-10-19_12h45.55.272,forced_choiceRT,2021.1.2,Win32,60.13229104,,,,,,,,,,,,,,,,,,,,,,
0,j,1,0.7662,10,0,40,3,1,j.PNG,j,616480e6749791ef8dcad5b3,2021-10-19_12h45.55.272,forced_choiceRT,2021.1.2,Win32,60.13229104,,,,,,,,,,,,,,,,,,,,,,
0,j,1,0.9349,10,1,41,3,1,j.PNG,j,616480e6749791ef8dcad5b3,2021-10-19_12h45.55.272,forced_choiceRT,2021.1.2,Win32,60.13229104,,,,,,,,,,,,,,,,,,,,,,
0,g,1,0.5411,10,2,42,1,1,g.PNG,g,616480e6749791ef8dcad5b3,2021-10-19_12h45.55.272,forced_choiceRT,2021.1.2,Win32,60.13229104,,,,,,,,,,,,,,,,,,,,,,
0,f,1,0.6808,10,3,43,0,1,f.PNG,f,616480e6749791ef8dcad5b3,2021-10-19_12h45.55.272,forced_choiceRT,2021.1.2,Win32,60.13229104,,,,,,,,,,,,,,,,,,,,,,
0,h,1,1.4092,11,0,44,2,1,h.PNG,h,616480e6749791ef8dcad5b3,2021-10-19_12h45.55.272,forced_choiceRT,2021.1.2,Win32,60.13229104,,,,,,,,,,,,,,,,,,,,,,
0,j,1,0.8833,11,1,45,3,1,j.PNG,j,616480e6749791ef8dcad5b3,2021-10-19_12h45.55.272,forced_choiceRT,2021.1.2,Win32,60.13229104,,,,,,,,,,,,,,,,,,,,,,
0,h,1,1.0265,11,2,46,2,1,h.PNG,h,616480e6749791ef8dcad5b3,2021-10-19_12h45.55.272,forced_choiceRT,2021.1.2,Win32,60.13229104,,,,,,,,,,,,,,,,,,,,,,
0,g,1,0.7531,11,3,47,1,1,g.PNG,g,616480e6749791ef8dcad5b3,2021-10-19_12h45.55.272,forced_choiceRT,2021.1.2,Win32,60.13229104,,,,,,,,,,,,,,,,,,,,,,
0,h,1,0.7607,12,0,48,2,1,h.PNG,h,616480e6749791ef8dcad5b3,2021-10-19_12h45.55.272,forced_choiceRT,2021.1.2,Win32,60.13229104,,,,,,,,,,,,,,,,,,,,,,
0,f,1,0.5359,12,1,49,0,1,f.PNG,f,616480e6749791ef8dcad5b3,2021-10-19_12h45.55.272,forced_choiceRT,2021.1.2,Win32,60.13229104,,,,,,,,,,,,,,,,,,,,,,
0,j,0,0.6771,12,2,50,2,1,h.PNG,h,616480e6749791ef8dcad5b3,2021-10-19_12h45.55.272,forced_choiceRT,2021.1.2,Win32,60.13229104,,,,,,,,,,,,,,,,,,,,,,
0,j,1,0.7222,12,3,51,3,1,j.PNG,j,616480e6749791ef8dcad5b3,2021-10-19_12h45.55.272,forced_choiceRT,2021.1.2,Win32,60.13229104,,,,,,,,,,,,,,,,,,,,,,
0,g,1,0.7213,13,0,52,1,1,g.PNG,g,616480e6749791ef8dcad5b3,2021-10-19_12h45.55.272,forced_choiceRT,2021.1.2,Win32,60.13229104,,,,,,,,,,,,,,,,,,,,,,
0,f,1,0.7269,13,1,53,0,1,f.PNG,f,616480e6749791ef8dcad5b3,2021-10-19_12h45.55.272,forced_choiceRT,2021.1.2,Win32,60.13229104,,,,,,,,,,,,,,,,,,,,,,
0,j,1,1.1209,13,2,54,3,1,j.PNG,j,616480e6749791ef8dcad5b3,2021-10-19_12h45.55.272,forced_choiceRT,2021.1.2,Win32,60.13229104,,,,,,,,,,,,,,,,,,,,,,
0,f,1,0.7001,13,3,55,0,1,f.PNG,f,616480e6749791ef8dcad5b3,2021-10-19_12h45.55.272,forced_choiceRT,2021.1.2,Win32,60.13229104,,,,,,,,,,,,,,,,,,,,,,
0,g,1,0.7939,14,0,56,1,1,g.PNG,g,616480e6749791ef8dcad5b3,2021-10-19_12h45.55.272,forced_choiceRT,2021.1.2,Win32,60.13229104,,,,,,,,,,,,,,,,,,,,,,
0,f,1,0.6888,14,1,57,0,1,f.PNG,f,616480e6749791ef8dcad5b3,2021-10-19_12h45.55.272,forced_choiceRT,2021.1.2,Win32,60.13229104,,,,,,,,,,,,,,,,,,,,,,
0,h,1,1.1426,14,2,58,2,1,h.PNG,h,616480e6749791ef8dcad5b3,2021-10-19_12h45.55.272,forced_choiceRT,2021.1.2,Win32,60.13229104,,,,,,,,,,,,,,,,,,,,,,
0,g,1,0.781,14,3,59,1,1,g.PNG,g,616480e6749791ef8dcad5b3,2021-10-19_12h45.55.272,forced_choiceRT,2021.1.2,Win32,60.13229104,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,616480e6749791ef8dcad5b3,2021-10-19_12h45.55.272,forced_choiceRT,2021.1.2,Win32,60.13229104,g,2.2578,0,0,0,0,1,,,,,,,,,,,,,,,
,,,,,,,,,,,616480e6749791ef8dcad5b3,2021-10-19_12h45.55.272,forced_choiceRT,2021.1.2,Win32,60.13229104,g,1.7338,1,0,1,0,1,,,,,,,,,,,,,,,
,,,,,,,,,,,616480e6749791ef8dcad5b3,2021-10-19_12h45.55.272,forced_choiceRT,2021.1.2,Win32,60.13229104,g,2.2145,2,0,2,0,1,,,,,,,,,,,,,,,
,,,,,,,,,,,616480e6749791ef8dcad5b3,2021-10-19_12h45.55.272,forced_choiceRT,2021.1.2,Win32,60.13229104,h,2.0332,3,0,3,0,1,,,,,,,,,,,,,,,
,,,,,,,,,,,616480e6749791ef8dcad5b3,2021-10-19_12h45.55.272,forced_choiceRT,2021.1.2,Win32,60.13229104,h,2.0407,4,0,4,0,1,,,,,,,,,,,,,,,
,,,,,,,,,,,616480e6749791ef8dcad5b3,2021-10-19_12h45.55.272,forced_choiceRT,2021.1.2,Win32,60.13229104,h,2.0027,5,0,5,0,1,,,,,,,,,,,,,,,
,,,,,,,,,,,616480e6749791ef8dcad5b3,2021-10-19_12h45.55.272,forced_choiceRT,2021.1.2,Win32,60.13229104,h,2.0203,6,0,6,0,1,,,,,,,,,,,,,,,
,,,,,,,,,,,616480e6749791ef8dcad5b3,2021-10-19_12h45.55.272,forced_choiceRT,2021.1.2,Win32,60.13229104,h,1.9731,7,0,7,0,1,,,,,,,,,,,,,,,
,,,,,,,,,,,616480e6749791ef8dcad5b3,2021-10-19_12h45.55.272,forced_choiceRT,2021.1.2,Win32,60.13229104,h,1.9888,8,0,8,0,1,,,,,,,,,,,,,,,
,,,,,,,,,,,616480e6749791ef8dcad5b3,2021-10-19_12h45.55.272,forced_choiceRT,2021.1.2,Win32,60.13229104,h,2.0079,9,0,9,0,1,,,,,,,,,,,,,,,
,,,,,,,,,,,616480e6749791ef8dcad5b3,2021-10-19_12h45.55.272,forced_choiceRT,2021.1.2,Win32,60.13229104,h,2.0462,10,0,10,0,1,,,,,,,,,,,,,,,
,,,,,,,,,,,616480e6749791ef8dcad5b3,2021-10-19_12h45.55.272,forced_choiceRT,2021.1.2,Win32,60.13229104,h,1.9435,11,0,11,0,1,,,,,,,,,,,,,,,
,,,,,,,,,,,616480e6749791ef8dcad5b3,2021-10-19_12h45.55.272,forced_choiceRT,2021.1.2,Win32,60.13229104,h,2.1068,12,0,12,0,1,,,,,,,,,,,,,,,
,,,,,,,,,,,616480e6749791ef8dcad5b3,2021-10-19_12h45.55.272,forced_choiceRT,2021.1.2,Win32,60.13229104,h,2.0068,13,0,13,0,1,,,,,,,,,,,,,,,
,,,,,,,,,,,616480e6749791ef8dcad5b3,2021-10-19_12h45.55.272,forced_choiceRT,2021.1.2,Win32,60.13229104,h,2.0391,14,0,14,0,1,,,,,,,,,,,,,,,
,,,,,,,,,,,616480e6749791ef8dcad5b3,2021-10-19_12h45.55.272,forced_choiceRT,2021.1.2,Win32,60.13229104,h,2.0412,15,0,15,0,1,,,,,,,,,,,,,,,
,,,,,,,,,,,616480e6749791ef8dcad5b3,2021-10-19_12h45.55.272,forced_choiceRT,2021.1.2,Win32,60.13229104,h,2.002,16,0,16,0,1,,,,,,,,,,,,,,,
,,,,,,,,,,,616480e6749791ef8dcad5b3,2021-10-19_12h45.55.272,forced_choiceRT,2021.1.2,Win32,60.13229104,h,1.9672,17,0,17,0,1,,,,,,,,,,,,,,,
,,,,,,,,,,,616480e6749791ef8dcad5b3,2021-10-19_12h45.55.272,forced_choiceRT,2021.1.2,Win32,60.13229104,h,1.9609,18,0,18,0,1,,,,,,,,,,,,,,,
,,,,,,,,,,,616480e6749791ef8dcad5b3,2021-10-19_12h45.55.272,forced_choiceRT,2021.1.2,Win32,60.13229104,h,1.9349,19,0,19,0,1,,,,,,,,,,,,,,,
1.4,,,,,,,,,g.PNG,g,616480e6749791ef8dcad5b3,2021-10-19_12h45.55.272,forced_choiceRT,2021.1.2,Win32,60.13229104,,,,,,,,1,Slow,g,1,2.2195,0,0,0,1,1,,,,,
1.85,,,,,,,,,j.PNG,j,616480e6749791ef8dcad5b3,2021-10-19_12h45.55.272,forced_choiceRT,2021.1.2,Win32,60.13229104,,,,,,,,1,Slow,f,0,2.2096,0,1,1,3,1,,,,,
1.63,,,,,,,,,h.PNG,h,616480e6749791ef8dcad5b3,2021-10-19_12h45.55.272,forced_choiceRT,2021.1.2,Win32,60.13229104,,,,,,,,1,Ontime,g,0,1.9453,0,2,2,2,1,,,,,
1.66,,,,,,,,,h.PNG,h,616480e6749791ef8dcad5b3,2021-10-19_12h45.55.272,forced_choiceRT,2021.1.2,Win32,60.13229104,,,,,,,,1,Slow,h,1,2.2296,0,3,3,2,1,,,,,
0.89,,,,,,,,,g.PNG,g,616480e6749791ef8dcad5b3,2021-10-19_12h45.55.272,forced_choiceRT,2021.1.2,Win32,60.13229104,,,,,,,,1,Fast,g,1,1.8992,1,0,4,1,1,,,,,
1.01,,,,,,,,,f.PNG,f,616480e6749791ef8dcad5b3,2021-10-19_12h45.55.272,forced_choiceRT,2021.1.2,Win32,60.13229104,,,,,,,,1,Fast,f,1,1.8668,1,1,5,0,1,,,,,
0.19,,,,,,,,,g.PNG,g,616480e6749791ef8dcad5b3,2021-10-19_12h45.55.272,forced_choiceRT,2021.1.2,Win32,60.13229104,,,,,,,,1,Fast,h,0,1.7492,1,2,6,1,1,,,,,
0.41,,,,,,,,,j.PNG,j,616480e6749791ef8dcad5b3,2021-10-19_12h45.55.272,forced_choiceRT,2021.1.2,Win32,60.13229104,,,,,,,,1,Ontime,j,1,2.0117,1,3,7,3,1,,,,,
1.7,,,,,,,,,j.PNG,j,616480e6749791ef8dcad5b3,2021-10-19_12h45.55.272,forced_choiceRT,2021.1.2,Win32,60.13229104,,,,,,,,1,Slow,h,0,2.2753,2,0,8,3,1,,,,,
1.17,,,,,,,,,h.PNG,h,616480e6749791ef8dcad5b3,2021-10-19_12h45.55.272,forced_choiceRT,2021.1.2,Win32,60.13229104,,,,,,,,1,Ontime,h,1,2.0616,2,1,9,2,1,,,,,
1.78,,,,,,,,,j.PNG,j,616480e6749791ef8dcad5b3,2021-10-19_12h45.55.272,forced_choiceRT,2021.1.2,Win32,60.13229104,,,,,,,,1,Slow,j,1,2.3831,2,2,10,3,1,,,,,
0.55,,,,,,,,,f.PNG,f,616480e6749791ef8dcad5b3,2021-10-19_12h45.55.272,forced_choiceRT,2021.1.2,Win32,60.13229104,,,,,,,,1,Ontime,f,1,1.9776,2,3,11,0,1,,,,,
0.71,,,,,,,,,f.PNG,f,616480e6749791ef8dcad5b3,2021-10-19_12h45.55.272,forced_choiceRT,2021.1.2,Win32,60.13229104,,,,,,,,1,Ontime,f,1,2.041,3,0,12,0,1,,,,,
1.87,,,,,,,,,g.PNG,g,616480e6749791ef8dcad5b3,2021-10-19_12h45.55.272,forced_choiceRT,2021.1.2,Win32,60.13229104,,,,,,,,1,Slow,j,0,2.1715,3,1,13,1,1,,,,,
1.55,,,,,,,,,f.PNG,f,616480e6749791ef8dcad5b3,2021-10-19_12h45.55.272,forced_choiceRT,2021.1.2,Win32,60.13229104,,,,,,,,1,Slow,f,1,2.2006,3,2,14,0,1,,,,,
0.34,,,,,,,,,h.PNG,h,616480e6749791ef8dcad5b3,2021-10-19_12h45.55.272,forced_choiceRT,2021.1.2,Win32,60.13229104,,,,,,,,1,Fast,h,1,1.7398,3,3,15,2,1,,,,,
1.17,,,,,,,,,f.PNG,f,616480e6749791ef8dcad5b3,2021-10-19_12h45.55.272,forced_choiceRT,2021.1.2,Win32,60.13229104,,,,,,,,1,Ontime,f,1,1.9922,4,0,16,0,1,,,,,
0.18,,,,,,,,,h.PNG,h,616480e6749791ef8dcad5b3,2021-10-19_12h45.55.272,forced_choiceRT,2021.1.2,Win32,60.13229104,,,,,,,,1,Fast,h,1,1.7661,4,1,17,2,1,,,,,
0.2,,,,,,,,,f.PNG,f,616480e6749791ef8dcad5b3,2021-10-19_12h45.55.272,forced_choiceRT,2021.1.2,Win32,60.13229104,,,,,,,,1,Ontime,f,1,1.9668,4,2,18,0,1,,,,,
0.6,,,,,,,,,h.PNG,h,616480e6749791ef8dcad5b3,2021-10-19_12h45.55.272,forced_choiceRT,2021.1.2,Win32,60.13229104,,,,,,,,1,Ontime,h,1,1.9334,4,3,19,2,1,,,,,
1.5,,,,,,,,,j.PNG,j,616480e6749791ef8dcad5b3,2021-10-19_12h45.55.272,forced_choiceRT,2021.1.2,Win32,60.13229104,,,,,,,,1,Slow,j,1,2.1441,5,0,20,3,1,,,,,
1.18,,,,,,,,,g.PNG,g,616480e6749791ef8dcad5b3,2021-10-19_12h45.55.272,forced_choiceRT,2021.1.2,Win32,60.13229104,,,,,,,,1,Ontime,g,1,1.9537,5,1,21,1,1,,,,,
1.43,,,,,,,,,g.PNG,g,616480e6749791ef8dcad5b3,2021-10-19_12h45.55.272,forced_choiceRT,2021.1.2,Win32,60.13229104,,,,,,,,1,Ontime,g,1,2.045,5,2,22,1,1,,,,,
1.2,,,,,,,,,j.PNG,j,616480e6749791ef8dcad5b3,2021-10-19_12h45.55.272,forced_choiceRT,2021.1.2,Win32,60.13229104,,,,,,,,1,Ontime,j,1,1.9283,5,3,23,3,1,,,,,
1.79,,,,,,,,,j.PNG,j,616480e6749791ef8dcad5b3,2021-10-19_12h45.55.272,forced_choiceRT,2021.1.2,Win32,60.13229104,,,,,,,,1,Ontime,h,0,2.0978,6,0,24,3,1,,,,,
0.58,,,,,,,,,g.PNG,g,616480e6749791ef8dcad5b3,2021-10-19_12h45.55.272,forced_choiceRT,2021.1.2,Win32,60.13229104,,,,,,,,1,Fast,g,1,1.8613,6,1,25,1,1,,,,,
0.3,,,,,,,,,j.PNG,j,616480e6749791ef8dcad5b3,2021-10-19_12h45.55.272,forced_choiceRT,2021.1.2,Win32,60.13229104,,,,,,,,1,Ontime,j,1,1.9251,6,2,26,3,1,,,,,
0.83,,,,,,,,,f.PNG,f,616480e6749791ef8dcad5b3,2021-10-19_12h45.55.272,forced_choiceRT,2021.1.2,Win32,60.13229104,,,,,,,,1,Ontime,f,1,2.0092,6,3,27,0,1,,,,,
0.44,,,,,,,,,f.PNG,f,616480e6749791ef8dcad5b3,2021-10-19_12h45.55.272,forced_choiceRT,2021.1.2,Win32,60.13229104,,,,,,,,1,Ontime,f,1,1.9492,7,0,28,0,1,,,,,
1.23,,,,,,,,,h.PNG,h,616480e6749791ef8dcad5b3,2021-10-19_12h45.55.272,forced_choiceRT,2021.1.2,Win32,60.13229104,,,,,,,,1,Ontime,g,0,1.9187,7,1,29,2,1,,,,,
0.55,,,,,,,,,h.PNG,h,616480e6749791ef8dcad5b3,2021-10-19_12h45.55.272,forced_choiceRT,2021.1.2,Win32,60.13229104,,,,,,,,1,Ontime,h,1,2.0531,7,2,30,2,1,,,,,
1.13,,,,,,,,,h.PNG,h,616480e6749791ef8dcad5b3,2021-10-19_12h45.55.272,forced_choiceRT,2021.1.2,Win32,60.13229104,,,,,,,,1,Fast,g,0,1.8458,7,3,31,2,1,,,,,
1.63,,,,,,,,,g.PNG,g,616480e6749791ef8dcad5b3,2021-10-19_12h45.55.272,forced_choiceRT,2021.1.2,Win32,60.13229104,,,,,,,,1,Ontime,g,1,2.0225,8,0,32,1,1,,,,,
0.01,,,,,,,,,f.PNG,f,616480e6749791ef8dcad5b3,2021-10-19_12h45.55.272,forced_choiceRT,2021.1.2,Win32,60.13229104,,,,,,,,1,Slow,f,1,2.1068,8,1,33,0,1,,,,,
1.51,,,,,,,,,j.PNG,j,616480e6749791ef8dcad5b3,2021-10-19_12h45.55.272,forced_choiceRT,2021.1.2,Win32,60.13229104,,,,,,,,1,Slow,j,1,2.1471,8,2,34,3,1,,,,,
0.78,,,,,,,,,j.PNG,j,616480e6749791ef8dcad5b3,2021-10-19_12h45.55.272,forced_choiceRT,2021.1.2,Win32,60.13229104,,,,,,,,1,Fast,j,1,1.8332,8,3,35,3,1,,,,,
0.62,,,,,,,,,g.PNG,g,616480e6749791ef8dcad5b3,2021-10-19_12h45.55.272,forced_choiceRT,2021.1.2,Win32,60.13229104,,,,,,,,1,Fast,h,0,1.8613,9,0,36,1,1,,,,,
0.12,,,,,,,,,g.PNG,g,616480e6749791ef8dcad5b3,2021-10-19_12h45.55.272,forced_choiceRT,2021.1.2,Win32,60.13229104,,,,,,,,1,Ontime,h,0,2.0269,9,1,37,1,1,,,,,
1.34,,,,,,,,,f.PNG,f,616480e6749791ef8dcad5b3,2021-10-19_12h45.55.272,forced_choiceRT,2021.1.2,Win32,60.13229104,,,,,,,,1,Ontime,f,1,1.9618,9,2,38,0,1,,,,,
