target_onset,trial_resp_sp.keys,trial_resp_sp.corr,trial_resp_sp.rt,trials_train_loop.thisRepN,trials_train_loop.thisTrialN,trials_train_loop.thisN,trials_train_loop.thisIndex,trials_train_loop.ran,pic,correct_key,participant,date,expName,psychopyVersion,OS,frameRate,trial_resp_timing.keys,trial_resp_timing.rt,trials_train_timing.thisRepN,trials_train_timing.thisTrialN,trials_train_timing.thisN,trials_train_timing.thisIndex,trials_train_timing.ran,block_id,ontime,forcedRT_resp.keys,forcedRT_resp.corr,forcedRT_resp.rt,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,trials.ran,blocks.thisRepN,blocks.thisTrialN,blocks.thisN,blocks.thisIndex,blocks.ran
0,g,1,1.386,0,0,0,1,1,g.PNG,g,6112a0826f404dc5c6ece834,2021-10-19_11h44.36.297,forced_choiceRT,2021.1.2,Win32,30.0120048,,,,,,,,,,,,,,,,,,,,,,
0,f,1,0.852,0,1,1,0,1,f.PNG,f,6112a0826f404dc5c6ece834,2021-10-19_11h44.36.297,forced_choiceRT,2021.1.2,Win32,30.0120048,,,,,,,,,,,,,,,,,,,,,,
0,h,1,1.027,0,2,2,2,1,h.PNG,h,6112a0826f404dc5c6ece834,2021-10-19_11h44.36.297,forced_choiceRT,2021.1.2,Win32,30.0120048,,,,,,,,,,,,,,,,,,,,,,
0,h,1,0.718,0,3,3,2,1,h.PNG,h,6112a0826f404dc5c6ece834,2021-10-19_11h44.36.297,forced_choiceRT,2021.1.2,Win32,30.0120048,,,,,,,,,,,,,,,,,,,,,,
0,f,1,0.745,1,0,4,0,1,f.PNG,f,6112a0826f404dc5c6ece834,2021-10-19_11h44.36.297,forced_choiceRT,2021.1.2,Win32,30.0120048,,,,,,,,,,,,,,,,,,,,,,
0,j,1,0.776,1,1,5,3,1,j.PNG,j,6112a0826f404dc5c6ece834,2021-10-19_11h44.36.297,forced_choiceRT,2021.1.2,Win32,30.0120048,,,,,,,,,,,,,,,,,,,,,,
0,h,1,0.74,1,2,6,2,1,h.PNG,h,6112a0826f404dc5c6ece834,2021-10-19_11h44.36.297,forced_choiceRT,2021.1.2,Win32,30.0120048,,,,,,,,,,,,,,,,,,,,,,
0,j,1,0.773,1,3,7,3,1,j.PNG,j,6112a0826f404dc5c6ece834,2021-10-19_11h44.36.297,forced_choiceRT,2021.1.2,Win32,30.0120048,,,,,,,,,,,,,,,,,,,,,,
0,h,1,0.655,2,0,8,2,1,h.PNG,h,6112a0826f404dc5c6ece834,2021-10-19_11h44.36.297,forced_choiceRT,2021.1.2,Win32,30.0120048,,,,,,,,,,,,,,,,,,,,,,
0,h,1,0.7,2,1,9,2,1,h.PNG,h,6112a0826f404dc5c6ece834,2021-10-19_11h44.36.297,forced_choiceRT,2021.1.2,Win32,30.0120048,,,,,,,,,,,,,,,,,,,,,,
