target_onset,trial_resp_sp.keys,trial_resp_sp.corr,trial_resp_sp.rt,trials_train_loop.thisRepN,trials_train_loop.thisTrialN,trials_train_loop.thisN,trials_train_loop.thisIndex,trials_train_loop.ran,correct_key,color,participant,date,expName,psychopyVersion,OS,frameRate,trial_resp_timing.keys,trial_resp_timing.rt,trials_train_timing.thisRepN,trials_train_timing.thisTrialN,trials_train_timing.thisN,trials_train_timing.thisIndex,trials_train_timing.ran,block_id,ontime,feedback_cond,forcedRT_resp.keys,forcedRT_resp.corr,forcedRT_resp.rt,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,trials.ran,blocks.thisRepN,blocks.thisTrialN,blocks.thisN,blocks.thisIndex,blocks.ran
0,d,1,0.9533,0,0,0,0,1,d,orange,5fadeb340e10471fdeb5fbf5,2021-09-28_09h44.13.294,forced_choiceRT_color,2021.2.3,MacIntel,60.0024001,,,,,,,,,,,,,,,,,,,,,,,
0,j,1,1.3821,0,1,1,2,1,j,red,5fadeb340e10471fdeb5fbf5,2021-09-28_09h44.13.294,forced_choiceRT_color,2021.2.3,MacIntel,60.0024001,,,,,,,,,,,,,,,,,,,,,,,
0,d,1,1.1352,0,2,2,0,1,d,orange,5fadeb340e10471fdeb5fbf5,2021-09-28_09h44.13.294,forced_choiceRT_color,2021.2.3,MacIntel,60.0024001,,,,,,,,,,,,,,,,,,,,,,,
0,d,1,0.8487,0,3,3,0,1,d,orange,5fadeb340e10471fdeb5fbf5,2021-09-28_09h44.13.294,forced_choiceRT_color,2021.2.3,MacIntel,60.0024001,,,,,,,,,,,,,,,,,,,,,,,
0,f,1,0.8005,1,0,4,1,1,f,blue,5fadeb340e10471fdeb5fbf5,2021-09-28_09h44.13.294,forced_choiceRT_color,2021.2.3,MacIntel,60.0024001,,,,,,,,,,,,,,,,,,,,,,,
0,j,1,0.8343,1,1,5,2,1,j,red,5fadeb340e10471fdeb5fbf5,2021-09-28_09h44.13.294,forced_choiceRT_color,2021.2.3,MacIntel,60.0024001,,,,,,,,,,,,,,,,,,,,,,,
0,f,1,1.1836,1,2,6,1,1,f,blue,5fadeb340e10471fdeb5fbf5,2021-09-28_09h44.13.294,forced_choiceRT_color,2021.2.3,MacIntel,60.0024001,,,,,,,,,,,,,,,,,,,,,,,
0,j,1,1.2162,1,3,7,2,1,j,red,5fadeb340e10471fdeb5fbf5,2021-09-28_09h44.13.294,forced_choiceRT_color,2021.2.3,MacIntel,60.0024001,,,,,,,,,,,,,,,,,,,,,,,
0,k,1,1.0023,2,0,8,3,1,k,purple,5fadeb340e10471fdeb5fbf5,2021-09-28_09h44.13.294,forced_choiceRT_color,2021.2.3,MacIntel,60.0024001,,,,,,,,,,,,,,,,,,,,,,,
0,d,0,1.0423,2,1,9,1,1,f,blue,5fadeb340e10471fdeb5fbf5,2021-09-28_09h44.13.294,forced_choiceRT_color,2021.2.3,MacIntel,60.0024001,,,,,,,,,,,,,,,,,,,,,,,
0,j,1,1.3857,2,2,10,2,1,j,red,5fadeb340e10471fdeb5fbf5,2021-09-28_09h44.13.294,forced_choiceRT_color,2021.2.3,MacIntel,60.0024001,,,,,,,,,,,,,,,,,,,,,,,
0,k,1,0.9982,2,3,11,3,1,k,purple,5fadeb340e10471fdeb5fbf5,2021-09-28_09h44.13.294,forced_choiceRT_color,2021.2.3,MacIntel,60.0024001,,,,,,,,,,,,,,,,,,,,,,,
0,d,1,0.9535,3,0,12,0,1,d,orange,5fadeb340e10471fdeb5fbf5,2021-09-28_09h44.13.294,forced_choiceRT_color,2021.2.3,MacIntel,60.0024001,,,,,,,,,,,,,,,,,,,,,,,
0,j,1,0.917,3,1,13,2,1,j,red,5fadeb340e10471fdeb5fbf5,2021-09-28_09h44.13.294,forced_choiceRT_color,2021.2.3,MacIntel,60.0024001,,,,,,,,,,,,,,,,,,,,,,,
0,j,1,0.6787,3,2,14,2,1,j,red,5fadeb340e10471fdeb5fbf5,2021-09-28_09h44.13.294,forced_choiceRT_color,2021.2.3,MacIntel,60.0024001,,,,,,,,,,,,,,,,,,,,,,,
0,k,1,0.9012,3,3,15,3,1,k,purple,5fadeb340e10471fdeb5fbf5,2021-09-28_09h44.13.294,forced_choiceRT_color,2021.2.3,MacIntel,60.0024001,,,,,,,,,,,,,,,,,,,,,,,
0,k,1,0.6891,4,0,16,3,1,k,purple,5fadeb340e10471fdeb5fbf5,2021-09-28_09h44.13.294,forced_choiceRT_color,2021.2.3,MacIntel,60.0024001,,,,,,,,,,,,,,,,,,,,,,,
0,f,1,2.2377,4,1,17,1,1,f,blue,5fadeb340e10471fdeb5fbf5,2021-09-28_09h44.13.294,forced_choiceRT_color,2021.2.3,MacIntel,60.0024001,,,,,,,,,,,,,,,,,,,,,,,
0,d,1,0.9683,4,2,18,0,1,d,orange,5fadeb340e10471fdeb5fbf5,2021-09-28_09h44.13.294,forced_choiceRT_color,2021.2.3,MacIntel,60.0024001,,,,,,,,,,,,,,,,,,,,,,,
0,k,1,3.1189,4,3,19,3,1,k,purple,5fadeb340e10471fdeb5fbf5,2021-09-28_09h44.13.294,forced_choiceRT_color,2021.2.3,MacIntel,60.0024001,,,,,,,,,,,,,,,,,,,,,,,
