target_onset,trial_resp_sp.keys,trial_resp_sp.corr,trial_resp_sp.rt,trials_train_loop.thisRepN,trials_train_loop.thisTrialN,trials_train_loop.thisN,trials_train_loop.thisIndex,trials_train_loop.ran,correct_key,color,participant,date,expName,psychopyVersion,OS,frameRate,trial_resp_timing.keys,trial_resp_timing.rt,trials_train_timing.thisRepN,trials_train_timing.thisTrialN,trials_train_timing.thisN,trials_train_timing.thisIndex,trials_train_timing.ran,block_id,ontime,feedback_cond,forcedRT_resp.keys,forcedRT_resp.corr,forcedRT_resp.rt,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,trials.ran,blocks.thisRepN,blocks.thisTrialN,blocks.thisN,blocks.thisIndex,blocks.ran
0,f,1,1.62,0,0,0,1,1,f,blue,6011d8bbd7b6f71a622e06d2,2021-11-01_09h20.42.543,forced_choiceRT_color,2021.2.3,Win32,60.0060006,,,,,,,,,,,,,,,,,,,,,,,
0,d,1,0.885,0,1,1,0,1,d,orange,6011d8bbd7b6f71a622e06d2,2021-11-01_09h20.42.543,forced_choiceRT_color,2021.2.3,Win32,60.0060006,,,,,,,,,,,,,,,,,,,,,,,
0,j,1,0.7111,0,2,2,2,1,j,red,6011d8bbd7b6f71a622e06d2,2021-11-01_09h20.42.543,forced_choiceRT_color,2021.2.3,Win32,60.0060006,,,,,,,,,,,,,,,,,,,,,,,
0,k,1,0.4684,0,3,3,3,1,k,purple,6011d8bbd7b6f71a622e06d2,2021-11-01_09h20.42.543,forced_choiceRT_color,2021.2.3,Win32,60.0060006,,,,,,,,,,,,,,,,,,,,,,,
0,k,1,0.6363,1,0,4,3,1,k,purple,6011d8bbd7b6f71a622e06d2,2021-11-01_09h20.42.543,forced_choiceRT_color,2021.2.3,Win32,60.0060006,,,,,,,,,,,,,,,,,,,,,,,
0,f,1,0.8318,1,1,5,1,1,f,blue,6011d8bbd7b6f71a622e06d2,2021-11-01_09h20.42.543,forced_choiceRT_color,2021.2.3,Win32,60.0060006,,,,,,,,,,,,,,,,,,,,,,,
0,d,1,0.473,1,2,6,0,1,d,orange,6011d8bbd7b6f71a622e06d2,2021-11-01_09h20.42.543,forced_choiceRT_color,2021.2.3,Win32,60.0060006,,,,,,,,,,,,,,,,,,,,,,,
0,f,1,0.7063,1,3,7,1,1,f,blue,6011d8bbd7b6f71a622e06d2,2021-11-01_09h20.42.543,forced_choiceRT_color,2021.2.3,Win32,60.0060006,,,,,,,,,,,,,,,,,,,,,,,
0,k,1,0.6887,2,0,8,3,1,k,purple,6011d8bbd7b6f71a622e06d2,2021-11-01_09h20.42.543,forced_choiceRT_color,2021.2.3,Win32,60.0060006,,,,,,,,,,,,,,,,,,,,,,,
0,d,1,0.7665,2,1,9,0,1,d,orange,6011d8bbd7b6f71a622e06d2,2021-11-01_09h20.42.543,forced_choiceRT_color,2021.2.3,Win32,60.0060006,,,,,,,,,,,,,,,,,,,,,,,
0,k,1,0.6316,2,2,10,3,1,k,purple,6011d8bbd7b6f71a622e06d2,2021-11-01_09h20.42.543,forced_choiceRT_color,2021.2.3,Win32,60.0060006,,,,,,,,,,,,,,,,,,,,,,,
0,d,1,0.7451,2,3,11,0,1,d,orange,6011d8bbd7b6f71a622e06d2,2021-11-01_09h20.42.543,forced_choiceRT_color,2021.2.3,Win32,60.0060006,,,,,,,,,,,,,,,,,,,,,,,
0,j,1,0.653,3,0,12,2,1,j,red,6011d8bbd7b6f71a622e06d2,2021-11-01_09h20.42.543,forced_choiceRT_color,2021.2.3,Win32,60.0060006,,,,,,,,,,,,,,,,,,,,,,,
0,k,1,0.6147,3,1,13,3,1,k,purple,6011d8bbd7b6f71a622e06d2,2021-11-01_09h20.42.543,forced_choiceRT_color,2021.2.3,Win32,60.0060006,,,,,,,,,,,,,,,,,,,,,,,
0,j,1,0.6973,3,2,14,2,1,j,red,6011d8bbd7b6f71a622e06d2,2021-11-01_09h20.42.543,forced_choiceRT_color,2021.2.3,Win32,60.0060006,,,,,,,,,,,,,,,,,,,,,,,
0,j,1,0.5457,3,3,15,2,1,j,red,6011d8bbd7b6f71a622e06d2,2021-11-01_09h20.42.543,forced_choiceRT_color,2021.2.3,Win32,60.0060006,,,,,,,,,,,,,,,,,,,,,,,
0,d,1,0.6554,4,0,16,0,1,d,orange,6011d8bbd7b6f71a622e06d2,2021-11-01_09h20.42.543,forced_choiceRT_color,2021.2.3,Win32,60.0060006,,,,,,,,,,,,,,,,,,,,,,,
0,f,1,0.6163,4,1,17,1,1,f,blue,6011d8bbd7b6f71a622e06d2,2021-11-01_09h20.42.543,forced_choiceRT_color,2021.2.3,Win32,60.0060006,,,,,,,,,,,,,,,,,,,,,,,
0,f,1,0.6132,4,2,18,1,1,f,blue,6011d8bbd7b6f71a622e06d2,2021-11-01_09h20.42.543,forced_choiceRT_color,2021.2.3,Win32,60.0060006,,,,,,,,,,,,,,,,,,,,,,,
0,j,1,0.7324,4,3,19,2,1,j,red,6011d8bbd7b6f71a622e06d2,2021-11-01_09h20.42.543,forced_choiceRT_color,2021.2.3,Win32,60.0060006,,,,,,,,,,,,,,,,,,,,,,,
0,f,1,0.8122,5,0,20,1,1,f,blue,6011d8bbd7b6f71a622e06d2,2021-11-01_09h20.42.543,forced_choiceRT_color,2021.2.3,Win32,60.0060006,,,,,,,,,,,,,,,,,,,,,,,
