target_onset,trial_resp_sp.keys,trial_resp_sp.corr,trial_resp_sp.rt,trials_train_loop.thisRepN,trials_train_loop.thisTrialN,trials_train_loop.thisN,trials_train_loop.thisIndex,trials_train_loop.ran,correct_key,color,participant,date,expName,psychopyVersion,OS,frameRate,trial_resp_timing.keys,trial_resp_timing.rt,trials_train_timing.thisRepN,trials_train_timing.thisTrialN,trials_train_timing.thisN,trials_train_timing.thisIndex,trials_train_timing.ran,block_id,ontime,feedback_cond,forcedRT_resp.keys,forcedRT_resp.corr,forcedRT_resp.rt,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,trials.ran,blocks.thisRepN,blocks.thisTrialN,blocks.thisN,blocks.thisIndex,blocks.ran
0,d,1,2.1913,0,0,0,0,1,d,orange,5f99e87c962bbc0cf6dc92d2,2021-09-27_17h13.52.428,forced_choiceRT_color,2021.2.3,MacIntel,59.97361161,,,,,,,,,,,,,,,,,,,,,,,
0,k,1,1.4357,0,1,1,3,1,k,purple,5f99e87c962bbc0cf6dc92d2,2021-09-27_17h13.52.428,forced_choiceRT_color,2021.2.3,MacIntel,59.97361161,,,,,,,,,,,,,,,,,,,,,,,
0,j,1,1.1354,0,2,2,2,1,j,red,5f99e87c962bbc0cf6dc92d2,2021-09-27_17h13.52.428,forced_choiceRT_color,2021.2.3,MacIntel,59.97361161,,,,,,,,,,,,,,,,,,,,,,,
0,j,1,0.9979,0,3,3,2,1,j,red,5f99e87c962bbc0cf6dc92d2,2021-09-27_17h13.52.428,forced_choiceRT_color,2021.2.3,MacIntel,59.97361161,,,,,,,,,,,,,,,,,,,,,,,
0,d,1,1.1985,1,0,4,0,1,d,orange,5f99e87c962bbc0cf6dc92d2,2021-09-27_17h13.52.428,forced_choiceRT_color,2021.2.3,MacIntel,59.97361161,,,,,,,,,,,,,,,,,,,,,,,
0,j,1,0.9175,1,1,5,2,1,j,red,5f99e87c962bbc0cf6dc92d2,2021-09-27_17h13.52.428,forced_choiceRT_color,2021.2.3,MacIntel,59.97361161,,,,,,,,,,,,,,,,,,,,,,,
0,j,1,0.7861,1,2,6,2,1,j,red,5f99e87c962bbc0cf6dc92d2,2021-09-27_17h13.52.428,forced_choiceRT_color,2021.2.3,MacIntel,59.97361161,,,,,,,,,,,,,,,,,,,,,,,
0,k,1,0.955,1,3,7,3,1,k,purple,5f99e87c962bbc0cf6dc92d2,2021-09-27_17h13.52.428,forced_choiceRT_color,2021.2.3,MacIntel,59.97361161,,,,,,,,,,,,,,,,,,,,,,,
0,d,1,0.9082,2,0,8,0,1,d,orange,5f99e87c962bbc0cf6dc92d2,2021-09-27_17h13.52.428,forced_choiceRT_color,2021.2.3,MacIntel,59.97361161,,,,,,,,,,,,,,,,,,,,,,,
0,k,1,0.8192,2,1,9,3,1,k,purple,5f99e87c962bbc0cf6dc92d2,2021-09-27_17h13.52.428,forced_choiceRT_color,2021.2.3,MacIntel,59.97361161,,,,,,,,,,,,,,,,,,,,,,,
0,k,1,0.6453,2,2,10,3,1,k,purple,5f99e87c962bbc0cf6dc92d2,2021-09-27_17h13.52.428,forced_choiceRT_color,2021.2.3,MacIntel,59.97361161,,,,,,,,,,,,,,,,,,,,,,,
0,j,1,0.6983,2,3,11,2,1,j,red,5f99e87c962bbc0cf6dc92d2,2021-09-27_17h13.52.428,forced_choiceRT_color,2021.2.3,MacIntel,59.97361161,,,,,,,,,,,,,,,,,,,,,,,
0,k,1,0.7266,3,0,12,3,1,k,purple,5f99e87c962bbc0cf6dc92d2,2021-09-27_17h13.52.428,forced_choiceRT_color,2021.2.3,MacIntel,59.97361161,,,,,,,,,,,,,,,,,,,,,,,
0,d,1,1.445,3,1,13,0,1,d,orange,5f99e87c962bbc0cf6dc92d2,2021-09-27_17h13.52.428,forced_choiceRT_color,2021.2.3,MacIntel,59.97361161,,,,,,,,,,,,,,,,,,,,,,,
0,f,1,1.0832,3,2,14,1,1,f,blue,5f99e87c962bbc0cf6dc92d2,2021-09-27_17h13.52.428,forced_choiceRT_color,2021.2.3,MacIntel,59.97361161,,,,,,,,,,,,,,,,,,,,,,,
0,d,1,0.8295,3,3,15,0,1,d,orange,5f99e87c962bbc0cf6dc92d2,2021-09-27_17h13.52.428,forced_choiceRT_color,2021.2.3,MacIntel,59.97361161,,,,,,,,,,,,,,,,,,,,,,,
0,d,1,0.8037,4,0,16,0,1,d,orange,5f99e87c962bbc0cf6dc92d2,2021-09-27_17h13.52.428,forced_choiceRT_color,2021.2.3,MacIntel,59.97361161,,,,,,,,,,,,,,,,,,,,,,,
0,k,1,1.1411,4,1,17,3,1,k,purple,5f99e87c962bbc0cf6dc92d2,2021-09-27_17h13.52.428,forced_choiceRT_color,2021.2.3,MacIntel,59.97361161,,,,,,,,,,,,,,,,,,,,,,,
0,j,1,0.8228,4,2,18,2,1,j,red,5f99e87c962bbc0cf6dc92d2,2021-09-27_17h13.52.428,forced_choiceRT_color,2021.2.3,MacIntel,59.97361161,,,,,,,,,,,,,,,,,,,,,,,
0,d,1,0.6791,4,3,19,0,1,d,orange,5f99e87c962bbc0cf6dc92d2,2021-09-27_17h13.52.428,forced_choiceRT_color,2021.2.3,MacIntel,59.97361161,,,,,,,,,,,,,,,,,,,,,,,
0,j,1,1.049,5,0,20,2,1,j,red,5f99e87c962bbc0cf6dc92d2,2021-09-27_17h13.52.428,forced_choiceRT_color,2021.2.3,MacIntel,59.97361161,,,,,,,,,,,,,,,,,,,,,,,
0,j,1,0.6879,5,1,21,2,1,j,red,5f99e87c962bbc0cf6dc92d2,2021-09-27_17h13.52.428,forced_choiceRT_color,2021.2.3,MacIntel,59.97361161,,,,,,,,,,,,,,,,,,,,,,,
0,f,1,1.1485,5,2,22,1,1,f,blue,5f99e87c962bbc0cf6dc92d2,2021-09-27_17h13.52.428,forced_choiceRT_color,2021.2.3,MacIntel,59.97361161,,,,,,,,,,,,,,,,,,,,,,,
0,d,1,0.9837,5,3,23,0,1,d,orange,5f99e87c962bbc0cf6dc92d2,2021-09-27_17h13.52.428,forced_choiceRT_color,2021.2.3,MacIntel,59.97361161,,,,,,,,,,,,,,,,,,,,,,,
0,d,1,0.7025,6,0,24,0,1,d,orange,5f99e87c962bbc0cf6dc92d2,2021-09-27_17h13.52.428,forced_choiceRT_color,2021.2.3,MacIntel,59.97361161,,,,,,,,,,,,,,,,,,,,,,,
0,k,1,0.9982,6,1,25,3,1,k,purple,5f99e87c962bbc0cf6dc92d2,2021-09-27_17h13.52.428,forced_choiceRT_color,2021.2.3,MacIntel,59.97361161,,,,,,,,,,,,,,,,,,,,,,,
0,f,1,0.9268,6,2,26,1,1,f,blue,5f99e87c962bbc0cf6dc92d2,2021-09-27_17h13.52.428,forced_choiceRT_color,2021.2.3,MacIntel,59.97361161,,,,,,,,,,,,,,,,,,,,,,,
0,k,1,0.8295,6,3,27,3,1,k,purple,5f99e87c962bbc0cf6dc92d2,2021-09-27_17h13.52.428,forced_choiceRT_color,2021.2.3,MacIntel,59.97361161,,,,,,,,,,,,,,,,,,,,,,,
0,j,1,0.8639,7,0,28,2,1,j,red,5f99e87c962bbc0cf6dc92d2,2021-09-27_17h13.52.428,forced_choiceRT_color,2021.2.3,MacIntel,59.97361161,,,,,,,,,,,,,,,,,,,,,,,
0,d,1,0.932,7,1,29,0,1,d,orange,5f99e87c962bbc0cf6dc92d2,2021-09-27_17h13.52.428,forced_choiceRT_color,2021.2.3,MacIntel,59.97361161,,,,,,,,,,,,,,,,,,,,,,,
0,d,1,0.7409,7,2,30,0,1,d,orange,5f99e87c962bbc0cf6dc92d2,2021-09-27_17h13.52.428,forced_choiceRT_color,2021.2.3,MacIntel,59.97361161,,,,,,,,,,,,,,,,,,,,,,,
0,f,1,0.965,7,3,31,1,1,f,blue,5f99e87c962bbc0cf6dc92d2,2021-09-27_17h13.52.428,forced_choiceRT_color,2021.2.3,MacIntel,59.97361161,,,,,,,,,,,,,,,,,,,,,,,
0,d,1,0.8207,8,0,32,0,1,d,orange,5f99e87c962bbc0cf6dc92d2,2021-09-27_17h13.52.428,forced_choiceRT_color,2021.2.3,MacIntel,59.97361161,,,,,,,,,,,,,,,,,,,,,,,
0,f,1,0.8658,8,1,33,1,1,f,blue,5f99e87c962bbc0cf6dc92d2,2021-09-27_17h13.52.428,forced_choiceRT_color,2021.2.3,MacIntel,59.97361161,,,,,,,,,,,,,,,,,,,,,,,
0,f,1,0.9379,8,2,34,1,1,f,blue,5f99e87c962bbc0cf6dc92d2,2021-09-27_17h13.52.428,forced_choiceRT_color,2021.2.3,MacIntel,59.97361161,,,,,,,,,,,,,,,,,,,,,,,
0,f,1,0.5851,8,3,35,1,1,f,blue,5f99e87c962bbc0cf6dc92d2,2021-09-27_17h13.52.428,forced_choiceRT_color,2021.2.3,MacIntel,59.97361161,,,,,,,,,,,,,,,,,,,,,,,
0,k,1,1.098,9,0,36,3,1,k,purple,5f99e87c962bbc0cf6dc92d2,2021-09-27_17h13.52.428,forced_choiceRT_color,2021.2.3,MacIntel,59.97361161,,,,,,,,,,,,,,,,,,,,,,,
0,f,1,0.8334,9,1,37,1,1,f,blue,5f99e87c962bbc0cf6dc92d2,2021-09-27_17h13.52.428,forced_choiceRT_color,2021.2.3,MacIntel,59.97361161,,,,,,,,,,,,,,,,,,,,,,,
0,f,0,0.6358,9,2,38,0,1,d,orange,5f99e87c962bbc0cf6dc92d2,2021-09-27_17h13.52.428,forced_choiceRT_color,2021.2.3,MacIntel,59.97361161,,,,,,,,,,,,,,,,,,,,,,,
0,k,1,1.5999,9,3,39,3,1,k,purple,5f99e87c962bbc0cf6dc92d2,2021-09-27_17h13.52.428,forced_choiceRT_color,2021.2.3,MacIntel,59.97361161,,,,,,,,,,,,,,,,,,,,,,,
0,f,1,1.1519,10,0,40,1,1,f,blue,5f99e87c962bbc0cf6dc92d2,2021-09-27_17h13.52.428,forced_choiceRT_color,2021.2.3,MacIntel,59.97361161,,,,,,,,,,,,,,,,,,,,,,,
0,j,1,0.8488,10,1,41,2,1,j,red,5f99e87c962bbc0cf6dc92d2,2021-09-27_17h13.52.428,forced_choiceRT_color,2021.2.3,MacIntel,59.97361161,,,,,,,,,,,,,,,,,,,,,,,
0,j,1,0.6357,10,2,42,2,1,j,red,5f99e87c962bbc0cf6dc92d2,2021-09-27_17h13.52.428,forced_choiceRT_color,2021.2.3,MacIntel,59.97361161,,,,,,,,,,,,,,,,,,,,,,,
0,k,1,0.7041,10,3,43,3,1,k,purple,5f99e87c962bbc0cf6dc92d2,2021-09-27_17h13.52.428,forced_choiceRT_color,2021.2.3,MacIntel,59.97361161,,,,,,,,,,,,,,,,,,,,,,,
0,k,1,0.6511,11,0,44,3,1,k,purple,5f99e87c962bbc0cf6dc92d2,2021-09-27_17h13.52.428,forced_choiceRT_color,2021.2.3,MacIntel,59.97361161,,,,,,,,,,,,,,,,,,,,,,,
0,f,1,0.7823,11,1,45,1,1,f,blue,5f99e87c962bbc0cf6dc92d2,2021-09-27_17h13.52.428,forced_choiceRT_color,2021.2.3,MacIntel,59.97361161,,,,,,,,,,,,,,,,,,,,,,,
0,j,1,0.6641,11,2,46,2,1,j,red,5f99e87c962bbc0cf6dc92d2,2021-09-27_17h13.52.428,forced_choiceRT_color,2021.2.3,MacIntel,59.97361161,,,,,,,,,,,,,,,,,,,,,,,
0,j,1,0.585,11,3,47,2,1,j,red,5f99e87c962bbc0cf6dc92d2,2021-09-27_17h13.52.428,forced_choiceRT_color,2021.2.3,MacIntel,59.97361161,,,,,,,,,,,,,,,,,,,,,,,
0,k,1,0.6622,12,0,48,3,1,k,purple,5f99e87c962bbc0cf6dc92d2,2021-09-27_17h13.52.428,forced_choiceRT_color,2021.2.3,MacIntel,59.97361161,,,,,,,,,,,,,,,,,,,,,,,
0,f,1,1.0973,12,1,49,1,1,f,blue,5f99e87c962bbc0cf6dc92d2,2021-09-27_17h13.52.428,forced_choiceRT_color,2021.2.3,MacIntel,59.97361161,,,,,,,,,,,,,,,,,,,,,,,
0,f,1,0.6027,12,2,50,1,1,f,blue,5f99e87c962bbc0cf6dc92d2,2021-09-27_17h13.52.428,forced_choiceRT_color,2021.2.3,MacIntel,59.97361161,,,,,,,,,,,,,,,,,,,,,,,
0,f,1,0.5809,12,3,51,1,1,f,blue,5f99e87c962bbc0cf6dc92d2,2021-09-27_17h13.52.428,forced_choiceRT_color,2021.2.3,MacIntel,59.97361161,,,,,,,,,,,,,,,,,,,,,,,
0,d,1,0.6861,13,0,52,0,1,d,orange,5f99e87c962bbc0cf6dc92d2,2021-09-27_17h13.52.428,forced_choiceRT_color,2021.2.3,MacIntel,59.97361161,,,,,,,,,,,,,,,,,,,,,,,
0,k,1,0.8148,13,1,53,3,1,k,purple,5f99e87c962bbc0cf6dc92d2,2021-09-27_17h13.52.428,forced_choiceRT_color,2021.2.3,MacIntel,59.97361161,,,,,,,,,,,,,,,,,,,,,,,
0,j,1,0.669,13,2,54,2,1,j,red,5f99e87c962bbc0cf6dc92d2,2021-09-27_17h13.52.428,forced_choiceRT_color,2021.2.3,MacIntel,59.97361161,,,,,,,,,,,,,,,,,,,,,,,
0,k,1,0.5819,13,3,55,3,1,k,purple,5f99e87c962bbc0cf6dc92d2,2021-09-27_17h13.52.428,forced_choiceRT_color,2021.2.3,MacIntel,59.97361161,,,,,,,,,,,,,,,,,,,,,,,
0,f,1,1.0424,14,0,56,1,1,f,blue,5f99e87c962bbc0cf6dc92d2,2021-09-27_17h13.52.428,forced_choiceRT_color,2021.2.3,MacIntel,59.97361161,,,,,,,,,,,,,,,,,,,,,,,
0,f,1,0.512,14,1,57,1,1,f,blue,5f99e87c962bbc0cf6dc92d2,2021-09-27_17h13.52.428,forced_choiceRT_color,2021.2.3,MacIntel,59.97361161,,,,,,,,,,,,,,,,,,,,,,,
0,d,1,0.7293,14,2,58,0,1,d,orange,5f99e87c962bbc0cf6dc92d2,2021-09-27_17h13.52.428,forced_choiceRT_color,2021.2.3,MacIntel,59.97361161,,,,,,,,,,,,,,,,,,,,,,,
0,j,1,1.0836,14,3,59,2,1,j,red,5f99e87c962bbc0cf6dc92d2,2021-09-27_17h13.52.428,forced_choiceRT_color,2021.2.3,MacIntel,59.97361161,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,5f99e87c962bbc0cf6dc92d2,2021-09-27_17h13.52.428,forced_choiceRT_color,2021.2.3,MacIntel,59.97361161,d,2.2569,0,0,0,0,1,,,,,,,,,,,,,,,,
,,,,,,,,,,,5f99e87c962bbc0cf6dc92d2,2021-09-27_17h13.52.428,forced_choiceRT_color,2021.2.3,MacIntel,59.97361161,f,1.785,1,0,1,0,1,,,,,,,,,,,,,,,,
,,,,,,,,,,,5f99e87c962bbc0cf6dc92d2,2021-09-27_17h13.52.428,forced_choiceRT_color,2021.2.3,MacIntel,59.97361161,d,2.0695,2,0,2,0,1,,,,,,,,,,,,,,,,
,,,,,,,,,,,5f99e87c962bbc0cf6dc92d2,2021-09-27_17h13.52.428,forced_choiceRT_color,2021.2.3,MacIntel,59.97361161,j,2.0698,3,0,3,0,1,,,,,,,,,,,,,,,,
,,,,,,,,,,,5f99e87c962bbc0cf6dc92d2,2021-09-27_17h13.52.428,forced_choiceRT_color,2021.2.3,MacIntel,59.97361161,k,1.9975,4,0,4,0,1,,,,,,,,,,,,,,,,
,,,,,,,,,,,5f99e87c962bbc0cf6dc92d2,2021-09-27_17h13.52.428,forced_choiceRT_color,2021.2.3,MacIntel,59.97361161,k,2.0672,5,0,5,0,1,,,,,,,,,,,,,,,,
,,,,,,,,,,,5f99e87c962bbc0cf6dc92d2,2021-09-27_17h13.52.428,forced_choiceRT_color,2021.2.3,MacIntel,59.97361161,k,1.9862,6,0,6,0,1,,,,,,,,,,,,,,,,
,,,,,,,,,,,5f99e87c962bbc0cf6dc92d2,2021-09-27_17h13.52.428,forced_choiceRT_color,2021.2.3,MacIntel,59.97361161,j,1.9684,7,0,7,0,1,,,,,,,,,,,,,,,,
,,,,,,,,,,,5f99e87c962bbc0cf6dc92d2,2021-09-27_17h13.52.428,forced_choiceRT_color,2021.2.3,MacIntel,59.97361161,d,2.0304,8,0,8,0,1,,,,,,,,,,,,,,,,
,,,,,,,,,,,5f99e87c962bbc0cf6dc92d2,2021-09-27_17h13.52.428,forced_choiceRT_color,2021.2.3,MacIntel,59.97361161,f,2.07,9,0,9,0,1,,,,,,,,,,,,,,,,
