target_onset,trial_resp_sp.keys,trial_resp_sp.corr,trial_resp_sp.rt,trials_train_loop.thisRepN,trials_train_loop.thisTrialN,trials_train_loop.thisN,trials_train_loop.thisIndex,trials_train_loop.ran,correct_key,color,participant,date,expName,psychopyVersion,OS,frameRate,trial_resp_timing.keys,trial_resp_timing.rt,trials_train_timing.thisRepN,trials_train_timing.thisTrialN,trials_train_timing.thisN,trials_train_timing.thisIndex,trials_train_timing.ran,block_id,ontime,feedback_cond,forcedRT_resp.keys,forcedRT_resp.corr,forcedRT_resp.rt,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,trials.ran,blocks.thisRepN,blocks.thisTrialN,blocks.thisN,blocks.thisIndex,blocks.ran
0,d,1,3.275,0,0,0,0,1,d,orange,6103adf779d6468e50941433,2021-10-22_15h30.17.981,forced_choiceRT_color,2021.2.3,Win32,59.88023952,,,,,,,,,,,,,,,,,,,,,,,
0,d,1,0.771,0,1,1,0,1,d,orange,6103adf779d6468e50941433,2021-10-22_15h30.17.981,forced_choiceRT_color,2021.2.3,Win32,59.88023952,,,,,,,,,,,,,,,,,,,,,,,
0,f,1,1.121,0,2,2,1,1,f,blue,6103adf779d6468e50941433,2021-10-22_15h30.17.981,forced_choiceRT_color,2021.2.3,Win32,59.88023952,,,,,,,,,,,,,,,,,,,,,,,
0,d,1,0.67,0,3,3,0,1,d,orange,6103adf779d6468e50941433,2021-10-22_15h30.17.981,forced_choiceRT_color,2021.2.3,Win32,59.88023952,,,,,,,,,,,,,,,,,,,,,,,
0,k,1,0.683,1,0,4,3,1,k,purple,6103adf779d6468e50941433,2021-10-22_15h30.17.981,forced_choiceRT_color,2021.2.3,Win32,59.88023952,,,,,,,,,,,,,,,,,,,,,,,
0,j,1,0.653,1,1,5,2,1,j,red,6103adf779d6468e50941433,2021-10-22_15h30.17.981,forced_choiceRT_color,2021.2.3,Win32,59.88023952,,,,,,,,,,,,,,,,,,,,,,,
0,j,1,0.536,1,2,6,2,1,j,red,6103adf779d6468e50941433,2021-10-22_15h30.17.981,forced_choiceRT_color,2021.2.3,Win32,59.88023952,,,,,,,,,,,,,,,,,,,,,,,
0,f,1,0.61,1,3,7,1,1,f,blue,6103adf779d6468e50941433,2021-10-22_15h30.17.981,forced_choiceRT_color,2021.2.3,Win32,59.88023952,,,,,,,,,,,,,,,,,,,,,,,
0,k,1,0.577,2,0,8,3,1,k,purple,6103adf779d6468e50941433,2021-10-22_15h30.17.981,forced_choiceRT_color,2021.2.3,Win32,59.88023952,,,,,,,,,,,,,,,,,,,,,,,
0,j,1,0.787,2,1,9,2,1,j,red,6103adf779d6468e50941433,2021-10-22_15h30.17.981,forced_choiceRT_color,2021.2.3,Win32,59.88023952,,,,,,,,,,,,,,,,,,,,,,,
0,d,1,0.605,2,2,10,0,1,d,orange,6103adf779d6468e50941433,2021-10-22_15h30.17.981,forced_choiceRT_color,2021.2.3,Win32,59.88023952,,,,,,,,,,,,,,,,,,,,,,,
0,k,1,0.59,2,3,11,3,1,k,purple,6103adf779d6468e50941433,2021-10-22_15h30.17.981,forced_choiceRT_color,2021.2.3,Win32,59.88023952,,,,,,,,,,,,,,,,,,,,,,,
0,k,1,0.554,3,0,12,3,1,k,purple,6103adf779d6468e50941433,2021-10-22_15h30.17.981,forced_choiceRT_color,2021.2.3,Win32,59.88023952,,,,,,,,,,,,,,,,,,,,,,,
0,j,1,0.658,3,1,13,2,1,j,red,6103adf779d6468e50941433,2021-10-22_15h30.17.981,forced_choiceRT_color,2021.2.3,Win32,59.88023952,,,,,,,,,,,,,,,,,,,,,,,
0,j,1,0.603,3,2,14,2,1,j,red,6103adf779d6468e50941433,2021-10-22_15h30.17.981,forced_choiceRT_color,2021.2.3,Win32,59.88023952,,,,,,,,,,,,,,,,,,,,,,,
0,j,1,0.494,3,3,15,2,1,j,red,6103adf779d6468e50941433,2021-10-22_15h30.17.981,forced_choiceRT_color,2021.2.3,Win32,59.88023952,,,,,,,,,,,,,,,,,,,,,,,
0,f,1,0.706,4,0,16,1,1,f,blue,6103adf779d6468e50941433,2021-10-22_15h30.17.981,forced_choiceRT_color,2021.2.3,Win32,59.88023952,,,,,,,,,,,,,,,,,,,,,,,
0,j,1,0.709,4,1,17,2,1,j,red,6103adf779d6468e50941433,2021-10-22_15h30.17.981,forced_choiceRT_color,2021.2.3,Win32,59.88023952,,,,,,,,,,,,,,,,,,,,,,,
0,k,1,0.466,4,2,18,3,1,k,purple,6103adf779d6468e50941433,2021-10-22_15h30.17.981,forced_choiceRT_color,2021.2.3,Win32,59.88023952,,,,,,,,,,,,,,,,,,,,,,,
0,d,1,0.556,4,3,19,0,1,d,orange,6103adf779d6468e50941433,2021-10-22_15h30.17.981,forced_choiceRT_color,2021.2.3,Win32,59.88023952,,,,,,,,,,,,,,,,,,,,,,,
0,f,1,0.624,5,0,20,1,1,f,blue,6103adf779d6468e50941433,2021-10-22_15h30.17.981,forced_choiceRT_color,2021.2.3,Win32,59.88023952,,,,,,,,,,,,,,,,,,,,,,,
0,d,1,0.553,5,1,21,0,1,d,orange,6103adf779d6468e50941433,2021-10-22_15h30.17.981,forced_choiceRT_color,2021.2.3,Win32,59.88023952,,,,,,,,,,,,,,,,,,,,,,,
0,f,1,0.67,5,2,22,1,1,f,blue,6103adf779d6468e50941433,2021-10-22_15h30.17.981,forced_choiceRT_color,2021.2.3,Win32,59.88023952,,,,,,,,,,,,,,,,,,,,,,,
0,d,1,0.621,5,3,23,0,1,d,orange,6103adf779d6468e50941433,2021-10-22_15h30.17.981,forced_choiceRT_color,2021.2.3,Win32,59.88023952,,,,,,,,,,,,,,,,,,,,,,,
0,k,1,0.554,6,0,24,3,1,k,purple,6103adf779d6468e50941433,2021-10-22_15h30.17.981,forced_choiceRT_color,2021.2.3,Win32,59.88023952,,,,,,,,,,,,,,,,,,,,,,,
0,k,1,0.474,6,1,25,3,1,k,purple,6103adf779d6468e50941433,2021-10-22_15h30.17.981,forced_choiceRT_color,2021.2.3,Win32,59.88023952,,,,,,,,,,,,,,,,,,,,,,,
0,d,1,0.716,6,2,26,0,1,d,orange,6103adf779d6468e50941433,2021-10-22_15h30.17.981,forced_choiceRT_color,2021.2.3,Win32,59.88023952,,,,,,,,,,,,,,,,,,,,,,,
0,f,1,0.674,6,3,27,1,1,f,blue,6103adf779d6468e50941433,2021-10-22_15h30.17.981,forced_choiceRT_color,2021.2.3,Win32,59.88023952,,,,,,,,,,,,,,,,,,,,,,,
0,d,1,0.623,7,0,28,0,1,d,orange,6103adf779d6468e50941433,2021-10-22_15h30.17.981,forced_choiceRT_color,2021.2.3,Win32,59.88023952,,,,,,,,,,,,,,,,,,,,,,,
0,j,1,0.7,7,1,29,2,1,j,red,6103adf779d6468e50941433,2021-10-22_15h30.17.981,forced_choiceRT_color,2021.2.3,Win32,59.88023952,,,,,,,,,,,,,,,,,,,,,,,
0,f,1,0.638,7,2,30,1,1,f,blue,6103adf779d6468e50941433,2021-10-22_15h30.17.981,forced_choiceRT_color,2021.2.3,Win32,59.88023952,,,,,,,,,,,,,,,,,,,,,,,
0,d,1,0.511,7,3,31,0,1,d,orange,6103adf779d6468e50941433,2021-10-22_15h30.17.981,forced_choiceRT_color,2021.2.3,Win32,59.88023952,,,,,,,,,,,,,,,,,,,,,,,
0,j,1,0.684,8,0,32,2,1,j,red,6103adf779d6468e50941433,2021-10-22_15h30.17.981,forced_choiceRT_color,2021.2.3,Win32,59.88023952,,,,,,,,,,,,,,,,,,,,,,,
0,f,1,0.642,8,1,33,1,1,f,blue,6103adf779d6468e50941433,2021-10-22_15h30.17.981,forced_choiceRT_color,2021.2.3,Win32,59.88023952,,,,,,,,,,,,,,,,,,,,,,,
0,k,1,0.555,8,2,34,3,1,k,purple,6103adf779d6468e50941433,2021-10-22_15h30.17.981,forced_choiceRT_color,2021.2.3,Win32,59.88023952,,,,,,,,,,,,,,,,,,,,,,,
0,f,1,0.565,8,3,35,1,1,f,blue,6103adf779d6468e50941433,2021-10-22_15h30.17.981,forced_choiceRT_color,2021.2.3,Win32,59.88023952,,,,,,,,,,,,,,,,,,,,,,,
0,j,1,0.593,9,0,36,2,1,j,red,6103adf779d6468e50941433,2021-10-22_15h30.17.981,forced_choiceRT_color,2021.2.3,Win32,59.88023952,,,,,,,,,,,,,,,,,,,,,,,
0,k,1,0.55,9,1,37,3,1,k,purple,6103adf779d6468e50941433,2021-10-22_15h30.17.981,forced_choiceRT_color,2021.2.3,Win32,59.88023952,,,,,,,,,,,,,,,,,,,,,,,
0,f,1,0.634,9,2,38,1,1,f,blue,6103adf779d6468e50941433,2021-10-22_15h30.17.981,forced_choiceRT_color,2021.2.3,Win32,59.88023952,,,,,,,,,,,,,,,,,,,,,,,
0,f,1,0.587,9,3,39,1,1,f,blue,6103adf779d6468e50941433,2021-10-22_15h30.17.981,forced_choiceRT_color,2021.2.3,Win32,59.88023952,,,,,,,,,,,,,,,,,,,,,,,
0,j,1,0.759,10,0,40,2,1,j,red,6103adf779d6468e50941433,2021-10-22_15h30.17.981,forced_choiceRT_color,2021.2.3,Win32,59.88023952,,,,,,,,,,,,,,,,,,,,,,,
0,j,1,0.517,10,1,41,2,1,j,red,6103adf779d6468e50941433,2021-10-22_15h30.17.981,forced_choiceRT_color,2021.2.3,Win32,59.88023952,,,,,,,,,,,,,,,,,,,,,,,
0,k,1,0.575,10,2,42,3,1,k,purple,6103adf779d6468e50941433,2021-10-22_15h30.17.981,forced_choiceRT_color,2021.2.3,Win32,59.88023952,,,,,,,,,,,,,,,,,,,,,,,
0,d,1,0.744,10,3,43,0,1,d,orange,6103adf779d6468e50941433,2021-10-22_15h30.17.981,forced_choiceRT_color,2021.2.3,Win32,59.88023952,,,,,,,,,,,,,,,,,,,,,,,
0,k,1,0.551,11,0,44,3,1,k,purple,6103adf779d6468e50941433,2021-10-22_15h30.17.981,forced_choiceRT_color,2021.2.3,Win32,59.88023952,,,,,,,,,,,,,,,,,,,,,,,
0,d,1,0.612,11,1,45,0,1,d,orange,6103adf779d6468e50941433,2021-10-22_15h30.17.981,forced_choiceRT_color,2021.2.3,Win32,59.88023952,,,,,,,,,,,,,,,,,,,,,,,
0,k,1,0.516,11,2,46,3,1,k,purple,6103adf779d6468e50941433,2021-10-22_15h30.17.981,forced_choiceRT_color,2021.2.3,Win32,59.88023952,,,,,,,,,,,,,,,,,,,,,,,
